r,phi,phi',Phi,s
16.44,-0.644001,-0.0999994,-0.0391728,0.4
16.46,-0.646001,-0.0999994,-0.0392467,0.4
16.48,-0.648001,-0.0999994,-0.0393204,0.4
16.5,-0.650001,-0.0999994,-0.039394,0.4
16.52,-0.652001,-0.0999994,-0.0394673,0.4
16.54,-0.654001,-0.0999994,-0.0395405,0.4
16.56,-0.656001,-0.0999994,-0.0396136,0.4
16.58,-0.658001,-0.0999994,-0.0396864,0.4
16.6,-0.660001,-0.0999995,-0.0397591,0.4
16.62,-0.662001,-0.0999995,-0.0398316,0.4
16.64,-0.664001,-0.0999995,-0.0399039,0.4
16.66,-0.666001,-0.0999995,-0.039976,0.4
16.68,-0.668001,-0.0999995,-0.040048,0.4
16.7,-0.670001,-0.0999995,-0.0401198,0.4
16.72,-0.672001,-0.0999995,-0.0401914,0.4
16.74,-0.674001,-0.0999995,-0.0402629,0.4
16.76,-0.676,-0.0999995,-0.0403342,0.4
16.78,-0.678,-0.0999995,-0.0404053,0.4
16.8,-0.68,-0.0999995,-0.0404762,0.4
16.82,-0.682,-0.0999996,-0.040547,0.4
16.84,-0.684,-0.0999996,-0.0406176,0.4
16.86,-0.686,-0.0999996,-0.040688,0.4
16.88,-0.688,-0.0999996,-0.0407583,0.4
16.9,-0.69,-0.0999996,-0.0408284,0.4
16.92,-0.692,-0.0999996,-0.0408984,0.4
16.94,-0.694,-0.0999996,-0.0409681,0.4
16.96,-0.696,-0.0999996,-0.0410378,0.4
16.98,-0.698,-0.0999996,-0.0411072,0.4
17,-0.7,-0.0999996,-0.0411765,0.4
17.02,-0.702,-0.0999996,-0.0412456,0.4
17.04,-0.704,-0.0999996,-0.0413146,0.4
17.06,-0.706,-0.0999996,-0.0413834,0.4
17.08,-0.708,-0.0999997,-0.041452,0.4
17.1,-0.71,-0.0999997,-0.0415205,0.4
17.12,-0.712,-0.0999997,-0.0415888,0.4
17.14,-0.714,-0.0999997,-0.041657,0.4
17.16,-0.716,-0.0999997,-0.041725,0.4
17.18,-0.718,-0.0999997,-0.0417928,0.4
17.2,-0.72,-0.0999997,-0.0418605,0.4
17.22,-0.722,-0.0999997,-0.041928,0.4
17.24,-0.724,-0.0999997,-0.0419954,0.4
17.26,-0.726,-0.0999997,-0.0420626,0.4
17.28,-0.728,-0.0999997,-0.0421296,0.4
17.3,-0.73,-0.0999997,-0.0421965,0.4
17.32,-0.732,-0.0999997,-0.0422633,0.4
17.34,-0.734,-0.0999997,-0.0423299,0.4
17.36,-0.736,-0.0999997,-0.0423963,0.4
17.38,-0.738,-0.0999997,-0.0424626,0.4
17.4,-0.74,-0.0999997,-0.0425288,0.4
17.42,-0.742,-0.0999997,-0.0425947,0.4
17.44,-0.744,-0.0999998,-0.0426606,0.4
17.46,-0.746,-0.0999998,-0.0427262,0.4
17.48,-0.748,-0.0999998,-0.0427918,0.4
17.5,-0.75,-0.0999998,-0.0428572,0.4
17.52,-0.752,-0.0999998,-0.0429224,0.4
17.54,-0.754,-0.0999998,-0.0429875,0.4
17.56,-0.756,-0.0999998,-0.0430524,0.4
17.58,-0.758,-0.0999998,-0.0431172,0.4
17.6,-0.76,-0.0999998,-0.0431818,0.4
17.62,-0.762,-0.0999998,-0.0432463,0.4
17.64,-0.764,-0.0999998,-0.0433107,0.4
17.66,-0.766,-0.0999998,-0.0433749,0.4
17.68,-0.768,-0.0999998,-0.0434389,0.4
17.7,-0.77,-0.0999998,-0.0435028,0.4
17.72,-0.772,-0.0999998,-0.0435666,0.4
17.74,-0.774,-0.0999998,-0.0436302,0.4
17.76,-0.776,-0.0999998,-0.0436937,0.4
17.78,-0.778,-0.0999998,-0.043757,0.4
17.8,-0.78,-0.0999998,-0.0438202,0.4
17.82,-0.782,-0.0999998,-0.0438833,0.4
17.84,-0.784,-0.0999998,-0.0439462,0.4
17.86,-0.786,-0.0999998,-0.044009,0.4
17.88,-0.788,-0.0999998,-0.0440716,0.4
17.9,-0.79,-0.0999998,-0.0441341,0.4
17.92,-0.792,-0.0999998,-0.0441964,0.4
17.94,-0.794,-0.0999998,-0.0442586,0.4
17.96,-0.796,-0.0999998,-0.0443207,0.4
17.98,-0.798,-0.0999999,-0.0443827,0.4
18,-0.8,-0.0999999,-0.0444445,0.4
18.02,-0.802,-0.0999999,-0.0445061,0.4
18.04,-0.804,-0.0999999,-0.0445676,0.4
18.06,-0.806,-0.0999999,-0.044629,0.4
18.08,-0.808,-0.0999999,-0.0446903,0.4
18.1,-0.81,-0.0999999,-0.0447514,0.4
18.12,-0.812,-0.0999999,-0.0448124,0.4
18.14,-0.814,-0.0999999,-0.0448732,0.4
18.16,-0.816,-0.0999999,-0.0449339,0.4
18.18,-0.818,-0.0999999,-0.0449945,0.4
18.2,-0.82,-0.0999999,-0.045055,0.4
18.22,-0.822,-0.0999999,-0.0451153,0.4
18.24,-0.824,-0.0999999,-0.0451754,0.4
18.26,-0.826,-0.0999999,-0.0452355,0.4
18.28,-0.828,-0.0999999,-0.0452954,0.4
18.3,-0.83,-0.0999999,-0.0453552,0.4
18.32,-0.832,-0.0999999,-0.0454149,0.4
18.34,-0.834,-0.0999999,-0.0454744,0.4
18.36,-0.836,-0.0999999,-0.0455338,0.4
18.38,-0.838,-0.0999999,-0.045593,0.4
18.4,-0.84,-0.0999999,-0.0456522,0.4
18.42,-0.842,-0.0999999,-0.0457112,0.4
18.44,-0.844,-0.0999999,-0.0457701,0.4
18.46,-0.846,-0.0999999,-0.0458288,0.4
18.48,-0.848,-0.0999999,-0.0458875,0.4
18.5,-0.85,-0.0999999,-0.045946,0.4
18.52,-0.852,-0.0999999,-0.0460043,0.4
18.54,-0.854,-0.0999999,-0.0460626,0.4
18.56,-0.856,-0.0999999,-0.0461207,0.4
18.58,-0.858,-0.0999999,-0.0461787,0.4
18.6,-0.86,-0.0999999,-0.0462366,0.4
18.62,-0.862,-0.0999999,-0.0462943,0.4
18.64,-0.864,-0.0999999,-0.0463519,0.4
18.66,-0.866,-0.0999999,-0.0464094,0.4
18.68,-0.868,-0.0999999,-0.0464668,0.4
18.7,-0.87,-0.0999999,-0.0465241,0.4
18.72,-0.872,-0.0999999,-0.0465812,0.4
18.74,-0.874,-0.0999999,-0.0466382,0.4
18.76,-0.876,-0.0999999,-0.0466951,0.4
18.78,-0.878,-0.0999999,-0.0467519,0.4
18.8,-0.88,-0.0999999,-0.0468085,0.4
18.82,-0.882,-0.0999999,-0.046865,0.4
18.84,-0.884,-0.0999999,-0.0469214,0.4
18.86,-0.886,-0.0999999,-0.0469777,0.4
18.88,-0.888,-0.0999999,-0.0470339,0.4
18.9,-0.89,-0.0999999,-0.04709,0.4
18.92,-0.892,-0.0999999,-0.0471459,0.4
18.94,-0.894,-0.0999999,-0.0472017,0.4
18.96,-0.896,-0.0999999,-0.0472574,0.4
18.98,-0.898,-0.0999999,-0.047313,0.4
19,-0.9,-0.0999999,-0.0473684,0.4
19.02,-0.902,-0.0999999,-0.0474238,0.4
19.04,-0.904,-0.0999999,-0.047479,0.4
19.06,-0.906,-0.0999999,-0.0475341,0.4
19.08,-0.908,-0.0999999,-0.0475891,0.4
19.1,-0.91,-0.0999999,-0.047644,0.4
19.12,-0.912,-0.0999999,-0.0476987,0.4
19.14,-0.914,-0.1,-0.0477534,0.4
19.16,-0.916,-0.1,-0.0478079,0.4
19.18,-0.918,-0.1,-0.0478624,0.4
19.2,-0.92,-0.1,-0.0479167,0.4
19.22,-0.922,-0.1,-0.0479709,0.4
19.24,-0.924,-0.1,-0.048025,0.4
19.26,-0.926,-0.1,-0.0480789,0.4
19.28,-0.928,-0.1,-0.0481328,0.4
19.3,-0.93,-0.1,-0.0481865,0.4
19.32,-0.932,-0.1,-0.0482402,0.4
19.34,-0.934,-0.1,-0.0482937,0.4
19.36,-0.936,-0.1,-0.0483471,0.4
19.38,-0.938,-0.1,-0.0484004,0.4
19.4,-0.94,-0.1,-0.0484536,0.4
19.42,-0.942,-0.1,-0.0485067,0.4
19.44,-0.944,-0.1,-0.0485597,0.4
19.46,-0.946,-0.1,-0.0486125,0.4
19.48,-0.948,-0.1,-0.0486653,0.4
19.5,-0.95,-0.1,-0.048718,0.4
19.52,-0.952,-0.1,-0.0487705,0.4
19.54,-0.954,-0.1,-0.0488229,0.4
19.56,-0.956,-0.1,-0.0488753,0.4
19.58,-0.958,-0.1,-0.0489275,0.4
19.6,-0.96,-0.1,-0.0489796,0.4
19.62,-0.962,-0.1,-0.0490316,0.4
19.64,-0.964,-0.1,-0.0490835,0.4
19.66,-0.966,-0.1,-0.0491353,0.4
19.68,-0.968,-0.1,-0.049187,0.4
19.7,-0.97,-0.1,-0.0492386,0.4
19.72,-0.972,-0.1,-0.0492901,0.4
19.74,-0.974,-0.1,-0.0493414,0.4
19.76,-0.976,-0.1,-0.0493927,0.4
19.78,-0.978,-0.1,-0.0494439,0.4
19.8,-0.98,-0.1,-0.049495,0.4
19.82,-0.982,-0.1,-0.0495459,0.4
19.84,-0.984,-0.1,-0.0495968,0.4
19.86,-0.986,-0.1,-0.0496475,0.4
19.88,-0.988,-0.1,-0.0496982,0.4
19.9,-0.99,-0.1,-0.0497487,0.4
19.92,-0.992,-0.1,-0.0497992,0.4
19.94,-0.994,-0.1,-0.0498495,0.4
19.96,-0.996,-0.1,-0.0498998,0.4
19.98,-0.998,-0.1,-0.04995,0.4
20,-1,-0.1,-0.05,0.4
0.02,0.0119993,0.599901,0.599967,0.6
0.04,0.0239948,0.599611,0.599869,0.6
0.06,0.0359825,0.599135,0.599709,0.6
0.08,0.047959,0.598483,0.599487,0.6
0.1,0.0599207,0.597661,0.599207,0.6
0.12,0.0718643,0.596675,0.598869,0.6
0.14,0.0837867,0.595534,0.598476,0.6
0.16,0.0956847,0.594243,0.598029,0.6
0.18,0.107555,0.592809,0.59753,0.6
0.2,0.119396,0.591238,0.596981,0.6
0.22,0.131204,0.589536,0.596382,0.6
0.24,0.142977,0.587709,0.595737,0.6
0.26,0.154712,0.585762,0.595045,0.6
0.28,0.166407,0.583702,0.594309,0.6
0.3,0.178059,0.581532,0.59353,0.6
0.32,0.189667,0.579258,0.59271,0.6
0.34,0.201229,0.576886,0.591849,0.6
0.36,0.212742,0.57442,0.59095,0.6
0.38,0.224205,0.571864,0.590013,0.6
0.4,0.235616,0.569224,0.58904,0.6
0.42,0.246973,0.566503,0.588032,0.6
0.44,0.258276,0.563706,0.58699,0.6
0.46,0.269521,0.560837,0.585915,0.6
0.48,0.280709,0.5579,0.58481,0.6
0.5,0.291837,0.554898,0.583673,0.6
0.52,0.302904,0.551836,0.582508,0.6
0.54,0.31391,0.548716,0.581314,0.6
0.56,0.324852,0.545543,0.580094,0.6
0.58,0.335731,0.54232,0.578847,0.6
0.6,0.346545,0.539049,0.577575,0.6
0.62,0.357293,0.535735,0.576279,0.6
0.64,0.367974,0.53238,0.574959,0.6
0.66,0.378588,0.528987,0.573618,0.6
0.68,0.389133,0.525558,0.572255,0.6
0.7,0.39961,0.522098,0.570871,0.6
0.72,0.410017,0.518607,0.569468,0.6
0.74,0.420354,0.515089,0.568046,0.6
0.76,0.43062,0.511546,0.566606,0.6
0.78,0.440816,0.507981,0.565148,0.6
0.8,0.450939,0.504396,0.563674,0.6
0.82,0.460991,0.500793,0.562185,0.6
0.84,0.470971,0.497174,0.56068,0.6
0.86,0.480878,0.493541,0.559161,0.6
0.88,0.490713,0.489896,0.557628,0.6
0.9,0.500474,0.486241,0.556082,0.6
0.92,0.510162,0.482578,0.554524,0.6
0.94,0.519777,0.478909,0.552954,0.6
0.96,0.529319,0.475235,0.551373,0.6
0.98,0.538786,0.471558,0.549782,0.6
1,0.548181,0.467879,0.548181,0.6
1.02,0.557502,0.464201,0.54657,0.6
1.04,0.566749,0.460524,0.544951,0.6
1.06,0.575923,0.456849,0.543323,0.6
1.08,0.585023,0.453179,0.541688,0.6
1.1,0.59405,0.449515,0.540045,0.6
1.12,0.603004,0.445857,0.538396,0.6
1.14,0.611884,0.442206,0.53674,0.6
1.16,0.620692,0.438565,0.535079,0.6
1.18,0.629427,0.434934,0.533413,0.6
1.2,0.638089,0.431314,0.531741,0.6
1.22,0.646679,0.427705,0.530065,0.6
1.24,0.655198,0.42411,0.528385,0.6
1.26,0.663644,0.420529,0.526702,0.6
1.28,0.672019,0.416963,0.525015,0.6
1.3,0.680323,0.413412,0.523325,0.6
1.32,0.688555,0.409877,0.521633,0.6
1.34,0.696718,0.406359,0.519939,0.6
1.36,0.70481,0.40286,0.518243,0.6
1.38,0.712832,0.399378,0.516545,0.6
1.4,0.720785,0.395916,0.514847,0.6
1.42,0.728669,0.392474,0.513147,0.6
1.44,0.736484,0.389052,0.511447,0.6
1.46,0.744231,0.385651,0.509747,0.6
1.48,0.75191,0.382271,0.508048,0.6
1.5,0.759522,0.378913,0.506348,0.6
1.52,0.767067,0.375577,0.504649,0.6
1.54,0.774545,0.372264,0.502952,0.6
1.56,0.781958,0.368974,0.501255,0.6
1.58,0.789305,0.365708,0.49956,0.6
1.6,0.796586,0.362465,0.497866,0.6
1.62,0.803803,0.359247,0.496175,0.6
1.64,0.810956,0.356054,0.494486,0.6
1.66,0.818046,0.352885,0.492799,0.6
1.68,0.825072,0.349741,0.491114,0.6
1.7,0.832035,0.346623,0.489433,0.6
1.72,0.838937,0.34353,0.487754,0.6
1.74,0.845777,0.340463,0.486079,0.6
1.76,0.852556,0.337422,0.484407,0.6
1.78,0.859274,0.334407,0.482738,0.6
1.8,0.865932,0.331418,0.481073,0.6
1.82,0.872531,0.328456,0.479413,0.6
1.84,0.879071,0.325521,0.477756,0.6
1.86,0.885552,0.322612,0.476103,0.6
1.88,0.891975,0.31973,0.474455,0.6
1.9,0.898341,0.316874,0.472811,0.6
1.92,0.90465,0.314046,0.471172,0.6
1.94,0.910903,0.311245,0.469538,0.6
1.96,0.9171,0.30847,0.467908,0.6
1.98,0.923242,0.305723,0.466284,0.6
2,0.929329,0.303003,0.464665,0.6
2.02,0.935363,0.30031,0.463051,0.6
2.04,0.941342,0.297644,0.461442,0.6
2.06,0.947268,0.295005,0.459839,0.6
2.08,0.953142,0.292393,0.458242,0.6
2.1,0.958964,0.289807,0.45665,0.6
2.12,0.964735,0.287249,0.455064,0.6
2.14,0.970454,0.284718,0.453483,0.6
2.16,0.976124,0.282214,0.451909,0.6
2.18,0.981743,0.279736,0.450341,0.6
2.2,0.987313,0.277285,0.448779,0.6
2.22,0.992835,0.274861,0.447223,0.6
2.24,0.998308,0.272463,0.445673,0.6
2.26,1.00373,0.270091,0.44413,0.6
2.28,1.00911,0.267746,0.442593,0.6
2.3,1.01444,0.265427,0.441062,0.6
2.32,1.01973,0.263134,0.439538,0.6
2.34,1.02497,0.260867,0.438021,0.6
2.36,1.03016,0.258626,0.43651,0.6
2.38,1.03531,0.25641,0.435006,0.6
2.4,1.04042,0.254221,0.433509,0.6
2.42,1.04548,0.252056,0.432018,0.6
2.44,1.0505,0.249917,0.430534,0.6
2.46,1.05548,0.247802,0.429057,0.6
2.48,1.06042,0.245713,0.427587,0.6
2.5,1.06531,0.243649,0.426124,0.6
2.52,1.07016,0.241609,0.424667,0.6
2.54,1.07497,0.239594,0.423218,0.6
2.56,1.07975,0.237602,0.421775,0.6
2.58,1.08448,0.235635,0.42034,0.6
2.6,1.08917,0.233692,0.418912,0.6
2.62,1.09383,0.231773,0.417491,0.6
2.64,1.09844,0.229878,0.416076,0.6
2.66,1.10302,0.228005,0.414669,0.6
2.68,1.10756,0.226156,0.413269,0.6
2.7,1.11207,0.22433,0.411877,0.6
2.72,1.11654,0.222527,0.410491,0.6
2.74,1.12097,0.220747,0.409113,0.6
2.76,1.12537,0.218989,0.407741,0.6
2.78,1.12973,0.217253,0.406377,0.6
2.8,1.13406,0.215539,0.40502,0.6
2.82,1.13835,0.213847,0.40367,0.6
2.84,1.14261,0.212177,0.402327,0.6
2.86,1.14684,0.210529,0.400992,0.6
2.88,1.15103,0.208901,0.399664,0.6
2.9,1.15519,0.207295,0.398342,0.6
2.92,1.15932,0.20571,0.397028,0.6
2.94,1.16342,0.204145,0.395722,0.6
2.96,1.16749,0.202601,0.394422,0.6
2.98,1.17153,0.201078,0.393129,0.6
3,1.17553,0.199574,0.391844,0.6
3.02,1.17951,0.19809,0.390566,0.6
3.04,1.18346,0.196626,0.389295,0.6
3.06,1.18737,0.195182,0.388031,0.6
3.08,1.19126,0.193757,0.386774,0.6
3.1,1.19512,0.192351,0.385524,0.6
3.12,1.19896,0.190964,0.384281,0.6
3.14,1.20276,0.189595,0.383046,0.6
3.16,1.20654,0.188246,0.381817,0.6
3.18,1.21029,0.186914,0.380595,0.6
3.2,1.21402,0.185601,0.379381,0.6
3.22,1.21772,0.184305,0.378173,0.6
3.24,1.22139,0.183027,0.376972,0.6
3.26,1.22504,0.181767,0.375779,0.6
3.28,1.22866,0.180524,0.374592,0.6
3.3,1.23226,0.179299,0.373412,0.6
3.32,1.23583,0.17809,0.372239,0.6
3.34,1.23938,0.176898,0.371073,0.6
3.36,1.24291,0.175723,0.369914,0.6
3.38,1.24641,0.174564,0.368761,0.6
3.4,1.24989,0.173421,0.367615,0.6
3.42,1.25335,0.172294,0.366476,0.6
3.44,1.25678,0.171184,0.365344,0.6
3.46,1.2602,0.170088,0.364219,0.6
3.48,1.26359,0.169009,0.3631,0.6
3.5,1.26696,0.167944,0.361988,0.6
3.52,1.27031,0.166895,0.360882,0.6
3.54,1.27363,0.16586,0.359783,0.6
3.56,1.27694,0.164841,0.358691,0.6
3.58,1.28023,0.163835,0.357605,0.6
3.6,1.28349,0.162845,0.356526,0.6
3.62,1.28674,0.161868,0.355453,0.6
3.64,1.28997,0.160905,0.354387,0.6
3.66,1.29318,0.159957,0.353327,0.6
3.68,1.29637,0.159022,0.352274,0.6
3.7,1.29954,0.1581,0.351226,0.6
3.72,1.30269,0.157192,0.350186,0.6
3.74,1.30583,0.156297,0.349151,0.6
3.76,1.30894,0.155415,0.348123,0.6
3.78,1.31204,0.154546,0.347101,0.6
3.8,1.31512,0.15369,0.346085,0.6
3.82,1.31819,0.152846,0.345076,0.6
3.84,1.32124,0.152015,0.344073,0.6
3.86,1.32427,0.151195,0.343075,0.6
3.88,1.32729,0.150388,0.342084,0.6
3.9,1.33029,0.149593,0.341099,0.6
3.92,1.33327,0.148809,0.34012,0.6
3.94,1.33624,0.148037,0.339147,0.6
3.96,1.33919,0.147277,0.33818,0.6
3.98,1.34213,0.146527,0.337219,0.6
4,1.34505,0.145789,0.336263,0.6
4.02,1.34796,0.145062,0.335314,0.6
4.04,1.35086,0.144346,0.33437,0.6
4.06,1.35374,0.14364,0.333432,0.6
4.08,1.3566,0.142945,0.3325,0.6
4.1,1.35945,0.14226,0.331574,0.6
4.12,1.36229,0.141586,0.330653,0.6
4.14,1.36512,0.140922,0.329738,0.6
4.16,1.36793,0.140267,0.328829,0.6
4.18,1.37073,0.139623,0.327925,0.6
4.2,1.37351,0.138988,0.327027,0.6
4.22,1.37629,0.138363,0.326134,0.6
4.24,1.37905,0.137748,0.325247,0.6
4.26,1.3818,0.137142,0.324366,0.6
4.28,1.38453,0.136545,0.323489,0.6
4.3,1.38726,0.135957,0.322618,0.6
4.32,1.38997,0.135378,0.321753,0.6
4.34,1.39267,0.134808,0.320893,0.6
4.36,1.39536,0.134246,0.320038,0.6
4.38,1.39804,0.133693,0.319188,0.6
4.4,1.40071,0.133149,0.318344,0.6
4.42,1.40337,0.132613,0.317505,0.6
4.44,1.40602,0.132085,0.316671,0.6
4.46,1.40865,0.131565,0.315842,0.6
4.48,1.41128,0.131054,0.315018,0.6
4.5,1.4139,0.13055,0.314199,0.6
4.52,1.4165,0.130054,0.313385,0.6
4.54,1.4191,0.129565,0.312577,0.6
4.56,1.42168,0.129085,0.311773,0.6
4.58,1.42426,0.128611,0.310974,0.6
4.6,1.42683,0.128145,0.31018,0.6
4.62,1.42939,0.127686,0.309391,0.6
4.64,1.43194,0.127235,0.308607,0.6
4.66,1.43448,0.12679,0.307828,0.6
4.68,1.43701,0.126352,0.307053,0.6
4.7,1.43953,0.125922,0.306283,0.6
4.72,1.44205,0.125497,0.305518,0.6
4.74,1.44455,0.12508,0.304758,0.6
4.76,1.44705,0.124669,0.304002,0.6
4.78,1.44954,0.124264,0.303251,0.6
4.8,1.45202,0.123866,0.302504,0.6
4.82,1.45449,0.123474,0.301762,0.6
4.84,1.45696,0.123089,0.301024,0.6
4.86,1.45942,0.122709,0.300291,0.6
4.88,1.46187,0.122335,0.299563,0.6
4.9,1.46431,0.121967,0.298839,0.6
4.92,1.46675,0.121605,0.298119,0.6
4.94,1.46917,0.121249,0.297404,0.6
4.96,1.4716,0.120899,0.296693,0.6
4.98,1.47401,0.120553,0.295986,0.6
5,1.47642,0.120214,0.295283,0.6
5.02,1.47882,0.11988,0.294585,0.6
5.04,1.48121,0.119551,0.293891,0.6
5.06,1.4836,0.119227,0.293202,0.6
5.08,1.48598,0.118909,0.292516,0.6
5.1,1.48836,0.118595,0.291835,0.6
5.12,1.49073,0.118287,0.291157,0.6
5.14,1.49309,0.117983,0.290484,0.6
5.16,1.49544,0.117684,0.289815,0.6
5.18,1.4978,0.117391,0.28915,0.6
5.2,1.50014,0.117101,0.288489,0.6
5.22,1.50248,0.116817,0.287831,0.6
5.24,1.50481,0.116537,0.287178,0.6
5.26,1.50714,0.116261,0.286529,0.6
5.28,1.50946,0.11599,0.285883,0.6
5.3,1.51178,0.115724,0.285242,0.6
5.32,1.51409,0.115461,0.284604,0.6
5.34,1.5164,0.115203,0.28397,0.6
5.36,1.5187,0.114949,0.28334,0.6
5.38,1.521,0.114699,0.282713,0.6
5.4,1.52329,0.114453,0.28209,0.6
5.42,1.52558,0.114211,0.281471,0.6
5.44,1.52786,0.113973,0.280856,0.6
5.46,1.53013,0.113739,0.280244,0.6
5.48,1.53241,0.113509,0.279636,0.6
5.5,1.53467,0.113282,0.279032,0.6
5.52,1.53694,0.113059,0.278431,0.6
5.54,1.5392,0.11284,0.277833,0.6
5.56,1.54145,0.112624,0.27724,0.6
5.58,1.5437,0.112412,0.276649,0.6
5.6,1.54595,0.112203,0.276062,0.6
5.62,1.54819,0.111998,0.275479,0.6
5.64,1.55043,0.111796,0.274899,0.6
5.66,1.55266,0.111597,0.274322,0.6
5.68,1.55489,0.111401,0.273749,0.6
5.7,1.55712,0.111209,0.273179,0.6
5.72,1.55934,0.11102,0.272612,0.6
5.74,1.56156,0.110834,0.272049,0.6
5.76,1.56377,0.110651,0.271488,0.6
5.78,1.56598,0.110471,0.270932,0.6
5.8,1.56819,0.110294,0.270378,0.6
5.82,1.5704,0.11012,0.269828,0.6
5.84,1.5726,0.109948,0.26928,0.6
5.86,1.57479,0.10978,0.268736,0.6
5.88,1.57699,0.109614,0.268195,0.6
5.9,1.57918,0.109451,0.267657,0.6
5.92,1.58137,0.109291,0.267123,0.6
5.94,1.58355,0.109133,0.266591,0.6
5.96,1.58573,0.108978,0.266062,0.6
5.98,1.58791,0.108826,0.265537,0.6
6,1.59008,0.108676,0.265014,0.6
6.02,1.59226,0.108528,0.264495,0.6
6.04,1.59443,0.108383,0.263978,0.6
6.06,1.59659,0.10824,0.263464,0.6
6.08,1.59876,0.1081,0.262953,0.6
6.1,1.60092,0.107962,0.262445,0.6
6.12,1.60307,0.107827,0.26194,0.6
6.14,1.60523,0.107693,0.261438,0.6
6.16,1.60738,0.107562,0.260939,0.6
6.18,1.60953,0.107433,0.260442,0.6
6.2,1.61168,0.107306,0.259948,0.6
6.22,1.61382,0.107181,0.259457,0.6
6.24,1.61597,0.107058,0.258969,0.6
6.26,1.61811,0.106938,0.258483,0.6
6.28,1.62024,0.106819,0.258001,0.6
6.3,1.62238,0.106703,0.257521,0.6
6.32,1.62451,0.106588,0.257043,0.6
6.34,1.62664,0.106475,0.256568,0.6
6.36,1.62877,0.106364,0.256096,0.6
6.38,1.6309,0.106255,0.255627,0.6
6.4,1.63302,0.106148,0.25516,0.6
6.42,1.63514,0.106042,0.254695,0.6
6.44,1.63726,0.105939,0.254233,0.6
6.46,1.63938,0.105837,0.253774,0.6
6.48,1.6415,0.105736,0.253317,0.6
6.5,1.64361,0.105638,0.252863,0.6
6.52,1.64572,0.105541,0.252411,0.6
6.54,1.64783,0.105446,0.251962,0.6
6.56,1.64994,0.105352,0.251515,0.6
6.58,1.65205,0.10526,0.251071,0.6
6.6,1.65415,0.105169,0.250629,0.6
6.62,1.65625,0.10508,0.250189,0.6
6.64,1.65835,0.104993,0.249752,0.6
6.66,1.66045,0.104907,0.249317,0.6
6.68,1.66255,0.104822,0.248885,0.6
6.7,1.66465,0.104739,0.248455,0.6
6.72,1.66674,0.104657,0.248027,0.6
6.74,1.66883,0.104577,0.247601,0.6
6.76,1.67092,0.104498,0.247178,0.6
6.78,1.67301,0.10442,0.246757,0.6
6.8,1.6751,0.104344,0.246338,0.6
6.82,1.67719,0.104269,0.245922,0.6
6.84,1.67927,0.104195,0.245507,0.6
6.86,1.68135,0.104122,0.245095,0.6
6.88,1.68344,0.104051,0.244685,0.6
6.9,1.68552,0.103981,0.244278,0.6
6.92,1.68759,0.103912,0.243872,0.6
6.94,1.68967,0.103844,0.243469,0.6
6.96,1.69175,0.103777,0.243067,0.6
6.98,1.69382,0.103712,0.242668,0.6
7,1.6959,0.103648,0.242271,0.6
7.02,1.69797,0.103584,0.241876,0.6
7.04,1.70004,0.103522,0.241483,0.6
7.06,1.70211,0.103461,0.241092,0.6
7.08,1.70418,0.103401,0.240703,0.6
7.1,1.70625,0.103342,0.240316,0.6
7.12,1.70831,0.103284,0.239931,0.6
7.14,1.71038,0.103227,0.239549,0.6
7.16,1.71244,0.10317,0.239168,0.6
7.18,1.7145,0.103115,0.238789,0.6
7.2,1.71657,0.103061,0.238412,0.6
7.22,1.71863,0.103008,0.238037,0.6
7.24,1.72069,0.102955,0.237664,0.6
7.26,1.72274,0.102904,0.237293,0.6
7.28,1.7248,0.102853,0.236923,0.6
7.3,1.72686,0.102803,0.236556,0.6
7.32,1.72891,0.102755,0.23619,0.6
7.34,1.73097,0.102707,0.235827,0.6
7.36,1.73302,0.102659,0.235465,0.6
7.38,1.73508,0.102613,0.235105,0.6
7.4,1.73713,0.102567,0.234747,0.6
7.42,1.73918,0.102522,0.234391,0.6
7.44,1.74123,0.102478,0.234036,0.6
7.46,1.74328,0.102435,0.233683,0.6
7.48,1.74533,0.102392,0.233332,0.6
7.5,1.74737,0.102351,0.232983,0.6
7.52,1.74942,0.102309,0.232636,0.6
7.54,1.75147,0.102269,0.23229,0.6
7.56,1.75351,0.102229,0.231946,0.6
7.58,1.75555,0.10219,0.231603,0.6
7.6,1.7576,0.102152,0.231263,0.6
7.62,1.75964,0.102114,0.230924,0.6
7.64,1.76168,0.102077,0.230587,0.6
7.66,1.76372,0.102041,0.230251,0.6
7.68,1.76576,0.102005,0.229917,0.6
7.7,1.7678,0.10197,0.229585,0.6
7.72,1.76984,0.101935,0.229254,0.6
7.74,1.77188,0.101901,0.228925,0.6
7.76,1.77392,0.101868,0.228598,0.6
7.78,1.77596,0.101835,0.228272,0.6
7.8,1.77799,0.101803,0.227948,0.6
7.82,1.78003,0.101771,0.227625,0.6
7.84,1.78206,0.10174,0.227304,0.6
7.86,1.7841,0.101709,0.226984,0.6
7.88,1.78613,0.101679,0.226666,0.6
7.9,1.78816,0.10165,0.22635,0.6
7.92,1.7902,0.101621,0.226035,0.6
7.94,1.79223,0.101592,0.225722,0.6
7.96,1.79426,0.101564,0.22541,0.6
7.98,1.79629,0.101537,0.225099,0.6
8,1.79832,0.10151,0.22479,0.6
8.02,1.80035,0.101483,0.224483,0.6
8.04,1.80238,0.101457,0.224177,0.6
8.06,1.80441,0.101431,0.223872,0.6
