r,phi,phi',Phi,s
8.08,1.80644,0.101406,0.223569,0.6
8.1,1.80847,0.101381,0.223268,0.6
8.12,1.81049,0.101357,0.222967,0.6
8.14,1.81252,0.101333,0.222668,0.6
8.16,1.81455,0.101309,0.222371,0.6
8.18,1.81657,0.101286,0.222075,0.6
8.2,1.8186,0.101263,0.22178,0.6
8.22,1.82062,0.101241,0.221487,0.6
8.24,1.82265,0.101219,0.221195,0.6
8.26,1.82467,0.101198,0.220905,0.6
8.28,1.8267,0.101176,0.220616,0.6
8.3,1.82872,0.101156,0.220328,0.6
8.32,1.83074,0.101135,0.220041,0.6
8.34,1.83277,0.101115,0.219756,0.6
8.36,1.83479,0.101095,0.219472,0.6
8.38,1.83681,0.101076,0.21919,0.6
8.4,1.83883,0.101057,0.218908,0.6
8.42,1.84085,0.101038,0.218628,0.6
8.44,1.84287,0.10102,0.21835,0.6
8.46,1.84489,0.101002,0.218072,0.6
8.48,1.84691,0.100984,0.217796,0.6
8.5,1.84893,0.100966,0.217521,0.6
8.52,1.85095,0.100949,0.217248,0.6
8.54,1.85297,0.100932,0.216975,0.6
8.56,1.85499,0.100916,0.216704,0.6
8.58,1.85701,0.1009,0.216434,0.6
8.6,1.85902,0.100884,0.216166,0.6
8.62,1.86104,0.100868,0.215898,0.6
8.64,1.86306,0.100853,0.215632,0.6
8.66,1.86508,0.100837,0.215367,0.6
8.68,1.86709,0.100823,0.215103,0.6
8.7,1.86911,0.100808,0.21484,0.6
8.72,1.87112,0.100794,0.214579,0.6
8.74,1.87314,0.100779,0.214318,0.6
8.76,1.87516,0.100766,0.214059,0.6
8.78,1.87717,0.100752,0.213801,0.6
8.8,1.87919,0.100739,0.213544,0.6
8.82,1.8812,0.100725,0.213288,0.6
8.84,1.88322,0.100713,0.213033,0.6
8.86,1.88523,0.1007,0.21278,0.6
8.88,1.88724,0.100687,0.212527,0.6
8.9,1.88926,0.100675,0.212276,0.6
8.92,1.89127,0.100663,0.212026,0.6
8.94,1.89328,0.100651,0.211777,0.6
8.96,1.8953,0.10064,0.211529,0.6
8.98,1.89731,0.100628,0.211282,0.6
9,1.89932,0.100617,0.211036,0.6
9.02,1.90133,0.100606,0.210791,0.6
9.04,1.90335,0.100595,0.210547,0.6
9.06,1.90536,0.100585,0.210304,0.6
9.08,1.90737,0.100574,0.210063,0.6
9.1,1.90938,0.100564,0.209822,0.6
9.12,1.91139,0.100554,0.209582,0.6
9.14,1.9134,0.100544,0.209344,0.6
9.16,1.91541,0.100534,0.209106,0.6
9.18,1.91742,0.100525,0.20887,0.6
9.2,1.91943,0.100515,0.208634,0.6
9.22,1.92144,0.100506,0.2084,0.6
9.24,1.92345,0.100497,0.208166,0.6
9.26,1.92546,0.100488,0.207934,0.6
9.28,1.92747,0.100479,0.207702,0.6
9.3,1.92948,0.100471,0.207471,0.6
9.32,1.93149,0.100462,0.207242,0.6
9.34,1.9335,0.100454,0.207013,0.6
9.36,1.93551,0.100446,0.206785,0.6
9.38,1.93752,0.100438,0.206559,0.6
9.4,1.93953,0.10043,0.206333,0.6
9.42,1.94154,0.100422,0.206108,0.6
9.44,1.94355,0.100415,0.205884,0.6
9.46,1.94555,0.100407,0.205661,0.6
9.48,1.94756,0.1004,0.205439,0.6
9.5,1.94957,0.100393,0.205218,0.6
9.52,1.95158,0.100386,0.204998,0.6
9.54,1.95359,0.100379,0.204778,0.6
9.56,1.95559,0.100372,0.20456,0.6
9.58,1.9576,0.100366,0.204342,0.6
9.6,1.95961,0.100359,0.204126,0.6
9.62,1.96161,0.100353,0.20391,0.6
9.64,1.96362,0.100346,0.203695,0.6
9.66,1.96563,0.10034,0.203481,0.6
9.68,1.96763,0.100334,0.203268,0.6
9.7,1.96964,0.100328,0.203056,0.6
9.72,1.97165,0.100322,0.202844,0.6
9.74,1.97365,0.100316,0.202634,0.6
9.76,1.97566,0.100311,0.202424,0.6
9.78,1.97767,0.100305,0.202215,0.6
9.8,1.97967,0.100299,0.202007,0.6
9.82,1.98168,0.100294,0.2018,0.6
9.84,1.98368,0.100289,0.201594,0.6
9.86,1.98569,0.100284,0.201388,0.6
9.88,1.9877,0.100278,0.201184,0.6
9.9,1.9897,0.100273,0.20098,0.6
9.92,1.99171,0.100269,0.200777,0.6
9.94,1.99371,0.100264,0.200575,0.6
9.96,1.99572,0.100259,0.200373,0.6
9.98,1.99772,0.100254,0.200173,0.6
10,1.99973,0.10025,0.199973,0.6
10.02,2.00173,0.100245,0.199774,0.6
10.04,2.00374,0.100241,0.199575,0.6
10.06,2.00574,0.100236,0.199378,0.6
10.08,2.00775,0.100232,0.199181,0.6
10.1,2.00975,0.100228,0.198985,0.6
10.12,2.01176,0.100224,0.19879,0.6
10.14,2.01376,0.10022,0.198596,0.6
10.16,2.01576,0.100216,0.198402,0.6
10.18,2.01777,0.100212,0.198209,0.6
10.2,2.01977,0.100208,0.198017,0.6
10.22,2.02178,0.100204,0.197826,0.6
10.24,2.02378,0.100201,0.197635,0.6
10.26,2.02579,0.100197,0.197445,0.6
10.28,2.02779,0.100194,0.197256,0.6
10.3,2.02979,0.10019,0.197067,0.6
10.32,2.0318,0.100187,0.19688,0.6
10.34,2.0338,0.100183,0.196693,0.6
10.36,2.0358,0.10018,0.196506,0.6
10.38,2.03781,0.100177,0.196321,0.6
10.4,2.03981,0.100173,0.196136,0.6
10.42,2.04181,0.10017,0.195952,0.6
10.44,2.04382,0.100167,0.195768,0.6
10.46,2.04582,0.100164,0.195585,0.6
10.48,2.04782,0.100161,0.195403,0.6
10.5,2.04983,0.100158,0.195222,0.6
10.52,2.05183,0.100155,0.195041,0.6
10.54,2.05383,0.100153,0.194861,0.6
10.56,2.05584,0.10015,0.194682,0.6
10.58,2.05784,0.100147,0.194503,0.6
10.6,2.05984,0.100145,0.194325,0.6
10.62,2.06185,0.100142,0.194147,0.6
10.64,2.06385,0.100139,0.193971,0.6
10.66,2.06585,0.100137,0.193795,0.6
10.68,2.06785,0.100134,0.193619,0.6
10.7,2.06986,0.100132,0.193445,0.6
10.72,2.07186,0.100129,0.19327,0.6
10.74,2.07386,0.100127,0.193097,0.6
10.76,2.07586,0.100125,0.192924,0.6
10.78,2.07787,0.100123,0.192752,0.6
10.8,2.07987,0.10012,0.192581,0.6
10.82,2.08187,0.100118,0.19241,0.6
10.84,2.08387,0.100116,0.192239,0.6
10.86,2.08588,0.100114,0.19207,0.6
10.88,2.08788,0.100112,0.191901,0.6
10.9,2.08988,0.10011,0.191732,0.6
10.92,2.09188,0.100108,0.191564,0.6
10.94,2.09389,0.100106,0.191397,0.6
10.96,2.09589,0.100104,0.191231,0.6
10.98,2.09789,0.100102,0.191065,0.6
11,2.09989,0.1001,0.190899,0.6
11.02,2.10189,0.100098,0.190734,0.6
11.04,2.1039,0.100097,0.19057,0.6
11.06,2.1059,0.100095,0.190407,0.6
11.08,2.1079,0.100093,0.190244,0.6
11.1,2.1099,0.100091,0.190081,0.6
11.12,2.1119,0.10009,0.189919,0.6
11.14,2.1139,0.100088,0.189758,0.6
11.16,2.11591,0.100087,0.189597,0.6
11.18,2.11791,0.100085,0.189437,0.6
11.2,2.11991,0.100083,0.189278,0.6
11.22,2.12191,0.100082,0.189119,0.6
11.24,2.12391,0.10008,0.18896,0.6
11.26,2.12591,0.100079,0.188802,0.6
11.28,2.12792,0.100078,0.188645,0.6
11.3,2.12992,0.100076,0.188488,0.6
11.32,2.13192,0.100075,0.188332,0.6
11.34,2.13392,0.100073,0.188176,0.6
11.36,2.13592,0.100072,0.188021,0.6
11.38,2.13792,0.100071,0.187867,0.6
11.4,2.13992,0.100069,0.187713,0.6
11.42,2.14193,0.100068,0.187559,0.6
11.44,2.14393,0.100067,0.187406,0.6
11.46,2.14593,0.100066,0.187254,0.6
11.48,2.14793,0.100064,0.187102,0.6
11.5,2.14993,0.100063,0.186951,0.6
11.52,2.15193,0.100062,0.1868,0.6
11.54,2.15393,0.100061,0.186649,0.6
11.56,2.15594,0.10006,0.1865,0.6
11.58,2.15794,0.100059,0.18635,0.6
11.6,2.15994,0.100058,0.186202,0.6
11.62,2.16194,0.100057,0.186053,0.6
11.64,2.16394,0.100056,0.185905,0.6
11.66,2.16594,0.100055,0.185758,0.6
11.68,2.16794,0.100054,0.185611,0.6
11.7,2.16994,0.100053,0.185465,0.6
11.72,2.17194,0.100052,0.185319,0.6
11.74,2.17395,0.100051,0.185174,0.6
11.76,2.17595,0.10005,0.185029,0.6
11.78,2.17795,0.100049,0.184885,0.6
11.8,2.17995,0.100048,0.184741,0.6
11.82,2.18195,0.100047,0.184598,0.6
11.84,2.18395,0.100046,0.184455,0.6
11.86,2.18595,0.100045,0.184313,0.6
11.88,2.18795,0.100045,0.184171,0.6
11.9,2.18995,0.100044,0.18403,0.6
11.92,2.19195,0.100043,0.183889,0.6
11.94,2.19395,0.100042,0.183748,0.6
11.96,2.19596,0.100041,0.183608,0.6
11.98,2.19796,0.100041,0.183469,0.6
12,2.19996,0.10004,0.18333,0.6
12.02,2.20196,0.100039,0.183191,0.6
12.04,2.20396,0.100038,0.183053,0.6
12.06,2.20596,0.100038,0.182915,0.6
12.08,2.20796,0.100037,0.182778,0.6
12.1,2.20996,0.100036,0.182641,0.6
12.12,2.21196,0.100036,0.182505,0.6
12.14,2.21396,0.100035,0.182369,0.6
12.16,2.21596,0.100034,0.182234,0.6
12.18,2.21796,0.100034,0.182099,0.6
12.2,2.21996,0.100033,0.181964,0.6
12.22,2.22196,0.100033,0.18183,0.6
12.24,2.22397,0.100032,0.181697,0.6
12.26,2.22597,0.100031,0.181563,0.6
12.28,2.22797,0.100031,0.181431,0.6
12.3,2.22997,0.10003,0.181298,0.6
12.32,2.23197,0.10003,0.181166,0.6
12.34,2.23397,0.100029,0.181035,0.6
12.36,2.23597,0.100029,0.180904,0.6
12.38,2.23797,0.100028,0.180773,0.6
12.4,2.23997,0.100028,0.180643,0.6
12.42,2.24197,0.100027,0.180513,0.6
12.44,2.24397,0.100027,0.180384,0.6
12.46,2.24597,0.100026,0.180255,0.6
12.48,2.24797,0.100026,0.180126,0.6
12.5,2.24997,0.100025,0.179998,0.6
12.52,2.25197,0.100025,0.17987,0.6
12.54,2.25397,0.100024,0.179743,0.6
12.56,2.25597,0.100024,0.179616,0.6
12.58,2.25797,0.100023,0.179489,0.6
12.6,2.25998,0.100023,0.179363,0.6
12.62,2.26198,0.100023,0.179237,0.6
12.64,2.26398,0.100022,0.179112,0.6
12.66,2.26598,0.100022,0.178987,0.6
12.68,2.26798,0.100021,0.178863,0.6
12.7,2.26998,0.100021,0.178738,0.6
12.72,2.27198,0.100021,0.178615,0.6
12.74,2.27398,0.10002,0.178491,0.6
12.76,2.27598,0.10002,0.178368,0.6
12.78,2.27798,0.100019,0.178246,0.6
12.8,2.27998,0.100019,0.178123,0.6
12.82,2.28198,0.100019,0.178002,0.6
12.84,2.28398,0.100018,0.17788,0.6
12.86,2.28598,0.100018,0.177759,0.6
12.88,2.28798,0.100018,0.177638,0.6
12.9,2.28998,0.100017,0.177518,0.6
12.92,2.29198,0.100017,0.177398,0.6
12.94,2.29398,0.100017,0.177278,0.6
12.96,2.29598,0.100016,0.177159,0.6
12.98,2.29798,0.100016,0.17704,0.6
13,2.29998,0.100016,0.176922,0.6
13.02,2.30198,0.100016,0.176804,0.6
13.04,2.30398,0.100015,0.176686,0.6
13.06,2.30598,0.100015,0.176568,0.6
13.08,2.30798,0.100015,0.176451,0.6
13.1,2.30998,0.100014,0.176335,0.6
13.12,2.31198,0.100014,0.176218,0.6
13.14,2.31399,0.100014,0.176102,0.6
13.16,2.31599,0.100014,0.175987,0.6
13.18,2.31799,0.100013,0.175871,0.6
13.2,2.31999,0.100013,0.175757,0.6
13.22,2.32199,0.100013,0.175642,0.6
13.24,2.32399,0.100013,0.175528,0.6
13.26,2.32599,0.100012,0.175414,0.6
13.28,2.32799,0.100012,0.1753,0.6
13.3,2.32999,0.100012,0.175187,0.6
13.32,2.33199,0.100012,0.175074,0.6
13.34,2.33399,0.100012,0.174962,0.6
13.36,2.33599,0.100011,0.174849,0.6
13.38,2.33799,0.100011,0.174738,0.6
13.4,2.33999,0.100011,0.174626,0.6
13.42,2.34199,0.100011,0.174515,0.6
13.44,2.34399,0.100011,0.174404,0.6
13.46,2.34599,0.10001,0.174293,0.6
13.48,2.34799,0.10001,0.174183,0.6
13.5,2.34999,0.10001,0.174073,0.6
13.52,2.35199,0.10001,0.173964,0.6
13.54,2.35399,0.10001,0.173854,0.6
13.56,2.35599,0.100009,0.173746,0.6
13.58,2.35799,0.100009,0.173637,0.6
13.6,2.35999,0.100009,0.173529,0.6
13.62,2.36199,0.100009,0.173421,0.6
13.64,2.36399,0.100009,0.173313,0.6
13.66,2.36599,0.100009,0.173206,0.6
13.68,2.36799,0.100008,0.173099,0.6
13.7,2.36999,0.100008,0.172992,0.6
13.72,2.37199,0.100008,0.172886,0.6
13.74,2.37399,0.100008,0.17278,0.6
13.76,2.37599,0.100008,0.172674,0.6
13.78,2.37799,0.100008,0.172568,0.6
13.8,2.37999,0.100008,0.172463,0.6
13.82,2.38199,0.100007,0.172358,0.6
13.84,2.38399,0.100007,0.172254,0.6
13.86,2.38599,0.100007,0.17215,0.6
13.88,2.38799,0.100007,0.172046,0.6
13.9,2.38999,0.100007,0.171942,0.6
13.92,2.39199,0.100007,0.171839,0.6
13.94,2.39399,0.100007,0.171736,0.6
13.96,2.39599,0.100006,0.171633,0.6
13.98,2.39799,0.100006,0.17153,0.6
14,2.39999,0.100006,0.171428,0.6
14.02,2.40199,0.100006,0.171326,0.6
14.04,2.40399,0.100006,0.171225,0.6
14.06,2.40599,0.100006,0.171123,0.6
14.08,2.40799,0.100006,0.171022,0.6
14.1,2.40999,0.100006,0.170922,0.6
14.12,2.41199,0.100006,0.170821,0.6
14.14,2.41399,0.100005,0.170721,0.6
14.16,2.41599,0.100005,0.170621,0.6
14.18,2.41799,0.100005,0.170521,0.6
14.2,2.41999,0.100005,0.170422,0.6
14.22,2.42199,0.100005,0.170323,0.6
14.24,2.42399,0.100005,0.170224,0.6
14.26,2.42599,0.100005,0.170126,0.6
14.28,2.42799,0.100005,0.170028,0.6
14.3,2.42999,0.100005,0.16993,0.6
14.32,2.432,0.100005,0.169832,0.6
14.34,2.434,0.100005,0.169735,0.6
14.36,2.436,0.100004,0.169638,0.6
14.38,2.438,0.100004,0.169541,0.6
14.4,2.44,0.100004,0.169444,0.6
14.42,2.442,0.100004,0.169348,0.6
14.44,2.444,0.100004,0.169252,0.6
14.46,2.446,0.100004,0.169156,0.6
14.48,2.448,0.100004,0.16906,0.6
14.5,2.45,0.100004,0.168965,0.6
14.52,2.452,0.100004,0.16887,0.6
14.54,2.454,0.100004,0.168776,0.6
14.56,2.456,0.100004,0.168681,0.6
14.58,2.458,0.100004,0.168587,0.6
14.6,2.46,0.100004,0.168493,0.6
14.62,2.462,0.100003,0.168399,0.6
14.64,2.464,0.100003,0.168306,0.6
14.66,2.466,0.100003,0.168213,0.6
14.68,2.468,0.100003,0.16812,0.6
14.7,2.47,0.100003,0.168027,0.6
14.72,2.472,0.100003,0.167935,0.6
14.74,2.474,0.100003,0.167842,0.6
14.76,2.476,0.100003,0.16775,0.6
14.78,2.478,0.100003,0.167659,0.6
14.8,2.48,0.100003,0.167567,0.6
14.82,2.482,0.100003,0.167476,0.6
14.84,2.484,0.100003,0.167385,0.6
14.86,2.486,0.100003,0.167295,0.6
14.88,2.488,0.100003,0.167204,0.6
14.9,2.49,0.100003,0.167114,0.6
14.92,2.492,0.100003,0.167024,0.6
14.94,2.494,0.100003,0.166934,0.6
14.96,2.496,0.100003,0.166845,0.6
14.98,2.498,0.100002,0.166755,0.6
15,2.5,0.100002,0.166666,0.6
15.02,2.502,0.100002,0.166578,0.6
15.04,2.504,0.100002,0.166489,0.6
15.06,2.506,0.100002,0.166401,0.6
15.08,2.508,0.100002,0.166313,0.6
15.1,2.51,0.100002,0.166225,0.6
15.12,2.512,0.100002,0.166137,0.6
15.14,2.514,0.100002,0.16605,0.6
15.16,2.516,0.100002,0.165963,0.6
15.18,2.518,0.100002,0.165876,0.6
15.2,2.52,0.100002,0.165789,0.6
15.22,2.522,0.100002,0.165703,0.6
15.24,2.524,0.100002,0.165617,0.6
15.26,2.526,0.100002,0.165531,0.6
15.28,2.528,0.100002,0.165445,0.6
15.3,2.53,0.100002,0.165359,0.6
15.32,2.532,0.100002,0.165274,0.6
15.34,2.534,0.100002,0.165189,0.6
15.36,2.536,0.100002,0.165104,0.6
15.38,2.538,0.100002,0.165019,0.6
15.4,2.54,0.100002,0.164935,0.6
15.42,2.542,0.100002,0.164851,0.6
15.44,2.544,0.100002,0.164767,0.6
15.46,2.546,0.100002,0.164683,0.6
15.48,2.548,0.100002,0.164599,0.6
15.5,2.55,0.100002,0.164516,0.6
15.52,2.552,0.100002,0.164433,0.6
15.54,2.554,0.100001,0.16435,0.6
15.56,2.556,0.100001,0.164267,0.6
15.58,2.558,0.100001,0.164185,0.6
15.6,2.56,0.100001,0.164102,0.6
15.62,2.562,0.100001,0.16402,0.6
15.64,2.564,0.100001,0.163939,0.6
15.66,2.566,0.100001,0.163857,0.6
15.68,2.568,0.100001,0.163775,0.6
15.7,2.57,0.100001,0.163694,0.6
15.72,2.572,0.100001,0.163613,0.6
15.74,2.574,0.100001,0.163532,0.6
15.76,2.576,0.100001,0.163452,0.6
15.78,2.578,0.100001,0.163371,0.6
15.8,2.58,0.100001,0.163291,0.6
15.82,2.582,0.100001,0.163211,0.6
15.84,2.584,0.100001,0.163131,0.6
15.86,2.586,0.100001,0.163052,0.6
15.88,2.588,0.100001,0.162972,0.6
15.9,2.59,0.100001,0.162893,0.6
15.92,2.592,0.100001,0.162814,0.6
15.94,2.594,0.100001,0.162735,0.6
15.96,2.596,0.100001,0.162657,0.6
15.98,2.598,0.100001,0.162578,0.6
16,2.6,0.100001,0.1625,0.6
16.02,2.602,0.100001,0.162422,0.6
16.04,2.604,0.100001,0.162344,0.6
16.06,2.606,0.100001,0.162266,0.6
16.08,2.608,0.100001,0.162189,0.6
16.1,2.61,0.100001,0.162112,0.6
16.12,2.612,0.100001,0.162035,0.6
16.14,2.614,0.100001,0.161958,0.6
16.16,2.616,0.100001,0.161881,0.6
16.18,2.618,0.100001,0.161805,0.6
16.2,2.62,0.100001,0.161728,0.6
16.22,2.622,0.100001,0.161652,0.6
16.24,2.624,0.100001,0.161576,0.6
16.26,2.626,0.100001,0.161501,0.6
16.28,2.628,0.100001,0.161425,0.6
16.3,2.63,0.100001,0.16135,0.6
16.32,2.632,0.100001,0.161274,0.6
16.34,2.634,0.100001,0.161199,0.6
16.36,2.636,0.100001,0.161125,0.6
16.38,2.638,0.100001,0.16105,0.6
16.4,2.64,0.100001,0.160976,0.6
16.42,2.642,0.100001,0.160901,0.6
16.44,2.644,0.100001,0.160827,0.6
16.46,2.646,0.100001,0.160753,0.6
16.48,2.648,0.100001,0.16068,0.6
16.5,2.65,0.100001,0.160606,0.6
16.52,2.652,0.100001,0.160533,0.6
16.54,2.654,0.100001,0.160459,0.6
16.56,2.656,0.100001,0.160386,0.6
16.58,2.658,0.100001,0.160314,0.6
16.6,2.66,0.100001,0.160241,0.6
16.62,2.662,0.100001,0.160168,0.6
16.64,2.664,0.100001,0.160096,0.6
16.66,2.666,0.100001,0.160024,0.6
16.68,2.668,0.100001,0.159952,0.6
16.7,2.67,0.1,0.15988,0.6
16.72,2.672,0.1,0.159809,0.6
16.74,2.674,0.1,0.159737,0.6
16.76,2.676,0.1,0.159666,0.6
16.78,2.678,0.1,0.159595,0.6
16.8,2.68,0.1,0.159524,0.6
16.82,2.682,0.1,0.159453,0.6
16.84,2.684,0.1,0.159382,0.6
16.86,2.686,0.1,0.159312,0.6
16.88,2.688,0.1,0.159242,0.6
16.9,2.69,0.1,0.159172,0.6
16.92,2.692,0.1,0.159102,0.6
16.94,2.694,0.1,0.159032,0.6
16.96,2.696,0.1,0.158962,0.6
16.98,2.698,0.1,0.158893,0.6
17,2.7,0.1,0.158824,0.6
17.02,2.702,0.1,0.158754,0.6
17.04,2.704,0.1,0.158685,0.6
17.06,2.706,0.1,0.158617,0.6
17.08,2.708,0.1,0.158548,0.6
17.1,2.71,0.1,0.15848,0.6
17.12,2.712,0.1,0.158411,0.6
17.14,2.714,0.1,0.158343,0.6
17.16,2.716,0.1,0.158275,0.6
17.18,2.718,0.1,0.158207,0.6
17.2,2.72,0.1,0.15814,0.6
17.22,2.722,0.1,0.158072,0.6
17.24,2.724,0.1,0.158005,0.6
17.26,2.726,0.1,0.157937,0.6
17.28,2.728,0.1,0.15787,0.6
17.3,2.73,0.1,0.157803,0.6
17.32,2.732,0.1,0.157737,0.6
17.34,2.734,0.1,0.15767,0.6
17.36,2.736,0.1,0.157604,0.6
17.38,2.738,0.1,0.157537,0.6
17.4,2.74,0.1,0.157471,0.6
17.42,2.742,0.1,0.157405,0.6
17.44,2.744,0.1,0.157339,0.6
17.46,2.746,0.1,0.157274,0.6
17.48,2.748,0.1,0.157208,0.6
17.5,2.75,0.1,0.157143,0.6
17.52,2.752,0.1,0.157078,0.6
17.54,2.754,0.1,0.157013,0.6
17.56,2.756,0.1,0.156948,0.6
17.58,2.758,0.1,0.156883,0.6
17.6,2.76,0.1,0.156818,0.6
17.62,2.762,0.1,0.156754,0.6
17.64,2.764,0.1,0.156689,0.6
17.66,2.766,0.1,0.156625,0.6
17.68,2.768,0.1,0.156561,0.6
17.7,2.77,0.1,0.156497,0.6
17.72,2.772,0.1,0.156433,0.6
17.74,2.774,0.1,0.15637,0.6
17.76,2.776,0.1,0.156306,0.6
17.78,2.778,0.1,0.156243,0.6
17.8,2.78,0.1,0.15618,0.6
17.82,2.782,0.1,0.156117,0.6
17.84,2.784,0.1,0.156054,0.6
17.86,2.786,0.1,0.155991,0.6
17.88,2.788,0.1,0.155928,0.6
17.9,2.79,0.1,0.155866,0.6
17.92,2.792,0.1,0.155804,0.6
17.94,2.794,0.1,0.155741,0.6
17.96,2.796,0.1,0.155679,0.6
17.98,2.798,0.1,0.155617,0.6
18,2.8,0.1,0.155556,0.6
18.02,2.802,0.1,0.155494,0.6
18.04,2.804,0.1,0.155432,0.6
18.06,2.806,0.1,0.155371,0.6
18.08,2.808,0.1,0.15531,0.6
18.1,2.81,0.1,0.155249,0.6
18.12,2.812,0.1,0.155188,0.6
18.14,2.814,0.1,0.155127,0.6
18.16,2.816,0.1,0.155066,0.6
18.18,2.818,0.1,0.155005,0.6
18.2,2.82,0.1,0.154945,0.6
18.22,2.822,0.1,0.154885,0.6
18.24,2.824,0.1,0.154825,0.6
18.26,2.826,0.1,0.154765,0.6
18.28,2.828,0.1,0.154705,0.6
18.3,2.83,0.1,0.154645,0.6
18.32,2.832,0.1,0.154585,0.6
18.34,2.834,0.1,0.154526,0.6
18.36,2.836,0.1,0.154466,0.6
18.38,2.838,0.1,0.154407,0.6
18.4,2.84,0.1,0.154348,0.6
18.42,2.842,0.1,0.154289,0.6
18.44,2.844,0.1,0.15423,0.6
18.46,2.846,0.1,0.154171,0.6
18.48,2.848,0.1,0.154113,0.6
18.5,2.85,0.1,0.154054,0.6
18.52,2.852,0.1,0.153996,0.6
18.54,2.854,0.1,0.153937,0.6
18.56,2.856,0.1,0.153879,0.6
18.58,2.858,0.1,0.153821,0.6
18.6,2.86,0.1,0.153763,0.6
18.62,2.862,0.1,0.153706,0.6
18.64,2.864,0.1,0.153648,0.6
18.66,2.866,0.1,0.153591,0.6
18.68,2.868,0.1,0.153533,0.6
18.7,2.87,0.1,0.153476,0.6
18.72,2.872,0.1,0.153419,0.6
18.74,2.874,0.1,0.153362,0.6
18.76,2.876,0.1,0.153305,0.6
18.78,2.878,0.1,0.153248,0.6
18.8,2.88,0.1,0.153191,0.6
18.82,2.882,0.1,0.153135,0.6
18.84,2.884,0.1,0.153079,0.6
18.86,2.886,0.1,0.153022,0.6
18.88,2.888,0.1,0.152966,0.6
18.9,2.89,0.1,0.15291,0.6
18.92,2.892,0.1,0.152854,0.6
18.94,2.894,0.1,0.152798,0.6
18.96,2.896,0.1,0.152743,0.6
18.98,2.898,0.1,0.152687,0.6
19,2.9,0.1,0.152632,0.6
19.02,2.902,0.1,0.152576,0.6
19.04,2.904,0.1,0.152521,0.6
19.06,2.906,0.1,0.152466,0.6
19.08,2.908,0.1,0.152411,0.6
19.1,2.91,0.1,0.152356,0.6
19.12,2.912,0.1,0.152301,0.6
19.14,2.914,0.1,0.152247,0.6
19.16,2.916,0.1,0.152192,0.6
19.18,2.918,0.1,0.152138,0.6
19.2,2.92,0.1,0.152083,0.6
19.22,2.922,0.1,0.152029,0.6
19.24,2.924,0.1,0.151975,0.6
19.26,2.926,0.1,0.151921,0.6
19.28,2.928,0.1,0.151867,0.6
19.3,2.93,0.1,0.151813,0.6
19.32,2.932,0.1,0.15176,0.6
19.34,2.934,0.1,0.151706,0.6
19.36,2.936,0.1,0.151653,0.6
19.38,2.938,0.1,0.1516,0.6
19.4,2.94,0.1,0.151546,0.6
19.42,2.942,0.1,0.151493,0.6
19.44,2.944,0.1,0.15144,0.6
19.46,2.946,0.1,0.151387,0.6
19.48,2.948,0.1,0.151335,0.6
19.5,2.95,0.1,0.151282,0.6
19.52,2.952,0.1,0.15123,0.6
19.54,2.954,0.1,0.151177,0.6
19.56,2.956,0.1,0.151125,0.6
19.58,2.958,0.1,0.151073,0.6
19.6,2.96,0.1,0.15102,0.6
19.62,2.962,0.1,0.150968,0.6
19.64,2.964,0.1,0.150916,0.6
19.66,2.966,0.1,0.150865,0.6
19.68,2.968,0.1,0.150813,0.6
19.7,2.97,0.1,0.150761,0.6
19.72,2.972,0.1,0.15071,0.6
19.74,2.974,0.1,0.150659,0.6
19.76,2.976,0.1,0.150607,0.6
19.78,2.978,0.1,0.150556,0.6
19.8,2.98,0.1,0.150505,0.6
19.82,2.982,0.1,0.150454,0.6
19.84,2.984,0.1,0.150403,0.6
19.86,2.986,0.1,0.150352,0.6
19.88,2.988,0.1,0.150302,0.6
19.9,2.99,0.1,0.150251,0.6
19.92,2.992,0.1,0.150201,0.6
19.94,2.994,0.1,0.15015,0.6
19.96,2.996,0.1,0.1501,0.6
19.98,2.998,0.1,0.15005,0.6
20,3,0.1,0.15,0.6
0.02,0.0159993,0.799901,0.799967,0.8
0.04,0.0319948,0.799611,0.799869,0.8
0.06,0.0479825,0.799135,0.799709,0.8
0.08,0.063959,0.798483,0.799487,0.8
0.1,0.0799207,0.797661,0.799207,0.8
0.12,0.0958643,0.796675,0.798869,0.8
0.14,0.111787,0.795534,0.798476,0.8
0.16,0.127685,0.794243,0.798029,0.8
0.18,0.143555,0.792809,0.79753,0.8
0.2,0.159396,0.791238,0.796981,0.8
0.22,0.175204,0.789536,0.796382,0.8
0.24,0.190977,0.787709,0.795737,0.8
0.26,0.206712,0.785762,0.795045,0.8
0.28,0.222407,0.783702,0.794309,0.8
0.3,0.238059,0.781532,0.79353,0.8
0.32,0.253667,0.779258,0.79271,0.8
0.34,0.269229,0.776886,0.791849,0.8
0.36,0.284742,0.77442,0.79095,0.8
0.38,0.300205,0.771864,0.790013,0.8
0.4,0.315616,0.769224,0.78904,0.8
0.42,0.330973,0.766503,0.788032,0.8
0.44,0.346276,0.763706,0.78699,0.8
0.46,0.361521,0.760837,0.785915,0.8
0.48,0.376709,0.7579,0.78481,0.8
0.5,0.391837,0.754898,0.783673,0.8
0.52,0.406904,0.751836,0.782508,0.8
0.54,0.42191,0.748716,0.781314,0.8
0.56,0.436852,0.745543,0.780094,0.8
0.58,0.451731,0.74232,0.778847,0.8
0.6,0.466545,0.739049,0.777575,0.8
0.62,0.481293,0.735735,0.776279,0.8
