x,y,M,S
-0.937008,0.244094,-0.0138714,0
-0.937008,0.259843,-0.0138922,0
-0.937008,0.275591,-0.0139141,0
-0.937008,0.291339,-0.0139371,0
-0.937008,0.307087,-0.0139612,0
-0.937008,0.322835,-0.0139862,0
-0.937008,0.338583,-0.0140123,0
-0.937008,0.354331,-0.0140393,0
-0.937008,0.370079,-0.0140672,0
-0.937008,0.385827,-0.014096,0
-0.937008,0.401575,-0.0141256,0
-0.937008,0.417323,-0.0141561,0
-0.937008,0.433071,-0.0141873,0
-0.937008,0.448819,-0.0142193,0
-0.937008,0.464567,-0.014252,0
-0.937008,0.480315,-0.0142854,0
-0.937008,0.496063,-0.0143194,0
-0.937008,0.511811,-0.0143541,0
-0.937008,0.527559,-0.0143893,0
-0.937008,0.543307,-0.0144251,0
-0.937008,0.559055,-0.0144614,0
-0.937008,0.574803,-0.0144982,0
-0.937008,0.590551,-0.0145354,0
-0.937008,0.606299,-0.0145731,0
-0.937008,0.622047,-0.0146112,0
-0.937008,0.637795,-0.0146497,0
-0.937008,0.653543,-0.0146885,0
-0.937008,0.669291,-0.0147276,0
-0.937008,0.685039,-0.0147671,0
-0.937008,0.700787,-0.0148068,0
-0.937008,0.716535,-0.0148468,0
-0.937008,0.732283,-0.014887,0
-0.937008,0.748031,-0.0149274,0
-0.937008,0.76378,-0.0149681,0
-0.937008,0.779528,-0.0150089,0
-0.937008,0.795276,-0.0150498,0
-0.937008,0.811024,-0.0150909,0
-0.937008,0.826772,-0.0151321,0
-0.937008,0.84252,-0.0151733,0
-0.937008,0.858268,-0.0152147,0
-0.937008,0.874016,-0.0152561,0
-0.937008,0.889764,-0.0152976,0
-0.937008,0.905512,-0.0153392,0
-0.937008,0.92126,-0.0153807,0
-0.937008,0.937008,-0.0154223,0
-0.937008,0.952756,-0.0154638,0
-0.937008,0.968504,-0.0155054,0
-0.937008,0.984252,-0.0155469,0
-0.937008,1,-0.0155884,0
-0.92126,-1,-0.0155492,0
-0.92126,-0.984252,-0.0155071,0
-0.92126,-0.968504,-0.015465,0
-0.92126,-0.952756,-0.0154229,0
-0.92126,-0.937008,-0.0153807,0
-0.92126,-0.92126,-0.0153385,0
-0.92126,-0.905512,-0.0152964,0
-0.92126,-0.889764,-0.0152542,0
-0.92126,-0.874016,-0.0152121,0
-0.92126,-0.858268,-0.01517,0
-0.92126,-0.84252,-0.015128,0
-0.92126,-0.826772,-0.015086,0
-0.92126,-0.811024,-0.0150441,0
-0.92126,-0.795276,-0.0150023,0
-0.92126,-0.779528,-0.0149607,0
-0.92126,-0.76378,-0.0149192,0
-0.92126,-0.748031,-0.0148778,0
-0.92126,-0.732283,-0.0148367,0
-0.92126,-0.716535,-0.0147957,0
-0.92126,-0.700787,-0.0147549,0
-0.92126,-0.685039,-0.0147144,0
-0.92126,-0.669291,-0.0146742,0
-0.92126,-0.653543,-0.0146343,0
-0.92126,-0.637795,-0.0145947,0
-0.92126,-0.622047,-0.0145554,0
-0.92126,-0.606299,-0.0145165,0
-0.92126,-0.590551,-0.014478,0
-0.92126,-0.574803,-0.0144399,0
-0.92126,-0.559055,-0.0144023,0
-0.92126,-0.543307,-0.0143652,0
-0.92126,-0.527559,-0.0143286,0
-0.92126,-0.511811,-0.0142925,0
-0.92126,-0.496063,-0.014257,0
-0.92126,-0.480315,-0.0142222,0
-0.92126,-0.464567,-0.014188,0
-0.92126,-0.448819,-0.0141545,0
-0.92126,-0.433071,-0.0141217,0
-0.92126,-0.417323,-0.0140896,0
-0.92126,-0.401575,-0.0140584,0
-0.92126,-0.385827,-0.0140279,0
-0.92126,-0.370079,-0.0139984,0
-0.92126,-0.354331,-0.0139697,0
-0.92126,-0.338583,-0.013942,0
-0.92126,-0.322835,-0.0139152,0
-0.92126,-0.307087,-0.0138894,0
-0.92126,-0.291339,-0.0138647,0
-0.92126,-0.275591,-0.0138411,0
-0.92126,-0.259843,-0.0138185,0
-0.92126,-0.244094,-0.0137971,0
-0.92126,-0.228346,-0.0137768,0
-0.92126,-0.212598,-0.0137578,0
-0.92126,-0.19685,-0.01374,0
-0.92126,-0.181102,-0.0137234,0
-0.92126,-0.165354,-0.0137081,0
-0.92126,-0.149606,-0.0136942,0
-0.92126,-0.133858,-0.0136815,0
-0.92126,-0.11811,-0.0136702,0
-0.92126,-0.102362,-0.0136603,0
-0.92126,-0.0866142,-0.0136518,0
-0.92126,-0.0708661,-0.0136446,0
