t,y,abs_err,rel_err,h
2.87891,0.0157012,0.000336509,0.0209824,0.00390625
2.88281,0.0155246,0.000333856,0.0210522,0.00390625
2.88672,0.0153498,0.000331218,0.0211222,0.00390625
2.89062,0.0151767,0.000328595,0.0211924,0.00390625
2.89453,0.0150054,0.000325986,0.0212627,0.00390625
2.89844,0.0148357,0.000323392,0.0213332,0.00390625
2.90234,0.0146677,0.000320813,0.0214039,0.00390625
2.90625,0.0145014,0.000318248,0.0214747,0.00390625
2.91016,0.0143368,0.000315699,0.0215457,0.00390625
2.91406,0.0141738,0.000313164,0.0216169,0.00390625
2.91797,0.0140125,0.000310643,0.0216882,0.00390625
2.92188,0.0138528,0.000308137,0.0217597,0.00390625
2.92578,0.0136947,0.000305646,0.0218314,0.00390625
2.92969,0.0135381,0.000303169,0.0219032,0.00390625
2.93359,0.0133832,0.000300707,0.0219752,0.00390625
2.9375,0.0132298,0.000298259,0.0220474,0.00390625
2.94141,0.013078,0.000295826,0.0221197,0.00390625
2.94531,0.0129278,0.000293408,0.0221922,0.00390625
2.94922,0.012779,0.000291003,0.0222649,0.00390625
2.95312,0.0126318,0.000288613,0.0223378,0.00390625
2.95703,0.0124861,0.000286238,0.0224108,0.00390625
2.96094,0.0123419,0.000283877,0.0224839,0.00390625
2.96484,0.0121991,0.00028153,0.0225573,0.00390625
2.96875,0.0120578,0.000279197,0.0226308,0.00390625
2.97266,0.011918,0.000276879,0.0227045,0.00390625
2.97656,0.0117796,0.000274575,0.0227784,0.00390625
2.98047,0.0116427,0.000272285,0.0228524,0.00390625
2.98438,0.0115071,0.000270009,0.0229266,0.00390625
2.98828,0.011373,0.000267747,0.0230009,0.00390625
2.99219,0.0112402,0.0002655,0.0230755,0.00390625
2.99609,0.0111088,0.000263266,0.0231502,0.00390625
3,0.0109788,0.000261046,0.0232251,0.00390625
3.00391,0.0108502,0.000258841,0.0233001,0.00390625
0,1,0,0,0.00195312
0.00195312,1,0,0,0.00195312
0.00390625,0.999996,1.90735e-06,1.90735e-06,0.00195312
0.00585938,0.999989,3.8147e-06,3.81473e-06,0.00195312
0.0078125,0.999977,5.72203e-06,5.72213e-06,0.00195312
0.00976562,0.999962,7.62935e-06,7.62958e-06,0.00195312
0.0117188,0.999943,9.53664e-06,9.5371e-06,0.00195312
0.0136719,0.99992,1.14439e-05,1.14447e-05,0.00195312
0.015625,0.999893,1.33511e-05,1.33524e-05,0.00195312
0.0175781,0.999863,1.52583e-05,1.52602e-05,0.00195312
0.0195312,0.999828,1.71654e-05,1.71681e-05,0.00195312
0.0214844,0.99979,1.90725e-05,1.90761e-05,0.00195312
0.0234375,0.999748,2.09795e-05,2.09843e-05,0.00195312
0.0253906,0.999702,2.28864e-05,2.28927e-05,0.00195312
0.0273438,0.999653,2.47932e-05,2.48012e-05,0.00195312
0.0292969,0.9996,2.66999e-05,2.67099e-05,0.00195312
0.03125,0.999542,2.86066e-05,2.86188e-05,0.00195312
0.0332031,0.999481,3.05131e-05,3.0528e-05,0.00195312
0.0351562,0.999417,3.24195e-05,3.24374e-05,0.00195312
0.0371094,0.999348,3.43258e-05,3.4347e-05,0.00195312
0.0390625,0.999275,3.6232e-05,3.62569e-05,0.00195312
0.0410156,0.999199,3.8138e-05,3.81671e-05,0.00195312
0.0429688,0.999119,4.00439e-05,4.00776e-05,0.00195312
0.0449219,0.999035,4.19497e-05,4.19884e-05,0.00195312
0.046875,0.998948,4.38552e-05,4.38995e-05,0.00195312
0.0488281,0.998856,4.57607e-05,4.5811e-05,0.00195312
0.0507812,0.998761,4.76659e-05,4.77228e-05,0.00195312
0.0527344,0.998662,4.9571e-05,4.9635e-05,0.00195312
0.0546875,0.998559,5.14759e-05,5.15475e-05,0.00195312
0.0566406,0.998452,5.33806e-05,5.34605e-05,0.00195312
0.0585938,0.998342,5.52851e-05,5.53738e-05,0.00195312
0.0605469,0.998228,5.71894e-05,5.72876e-05,0.00195312
0.0625,0.99811,5.90934e-05,5.92018e-05,0.00195312
0.0644531,0.997988,6.09973e-05,6.11165e-05,0.00195312
0.0664062,0.997862,6.29009e-05,6.30317e-05,0.00195312
0.0683594,0.997733,6.48043e-05,6.49473e-05,0.00195312
0.0703125,0.9976,6.67074e-05,6.68635e-05,0.00195312
0.0722656,0.997463,6.86103e-05,6.87801e-05,0.00195312
0.0742188,0.997322,7.05129e-05,7.06973e-05,0.00195312
0.0761719,0.997177,7.24153e-05,7.2615e-05,0.00195312
0.078125,0.997029,7.43174e-05,7.45333e-05,0.00195312
0.0800781,0.996877,7.62192e-05,7.64521e-05,0.00195312
0.0820312,0.996721,7.81207e-05,7.83716e-05,0.00195312
0.0839844,0.996561,8.00219e-05,8.02916e-05,0.00195312
0.0859375,0.996398,8.19228e-05,8.22122e-05,0.00195312
0.0878906,0.99623,8.38234e-05,8.41335e-05,0.00195312
0.0898438,0.996059,8.57237e-05,8.60554e-05,0.00195312
0.0917969,0.995885,8.76237e-05,8.7978e-05,0.00195312
0.09375,0.995706,8.95233e-05,8.99013e-05,0.00195312
0.0957031,0.995524,9.14226e-05,9.18252e-05,0.00195312
0.0976562,0.995338,9.33215e-05,9.37498e-05,0.00195312
0.0996094,0.995148,9.52201e-05,9.56752e-05,0.00195312
0.101562,0.994954,9.71183e-05,9.76013e-05,0.00195312
0.103516,0.994757,9.90161e-05,9.95281e-05,0.00195312
0.105469,0.994556,0.000100914,0.000101456,0.00195312
0.107422,0.994351,0.000102811,0.000103384,0.00195312
0.109375,0.994142,0.000104707,0.000105313,0.00195312
0.111328,0.99393,0.000106604,0.000107243,0.00195312
0.113281,0.993714,0.0001085,0.000109174,0.00195312
0.115234,0.993494,0.000110395,0.000111106,0.00195312
0.117188,0.99327,0.00011229,0.000113038,0.00195312
0.119141,0.993043,0.000114185,0.000114971,0.00195312
0.121094,0.992812,0.000116079,0.000116906,0.00195312
0.123047,0.992577,0.000117973,0.000118841,0.00195312
0.125,0.992338,0.000119866,0.000120777,0.00195312
0.126953,0.992096,0.000121759,0.000122714,0.00195312
0.128906,0.99185,0.000123651,0.000124651,0.00195312
0.130859,0.9916,0.000125543,0.00012659,0.00195312
0.132812,0.991347,0.000127434,0.00012853,0.00195312
0.134766,0.99109,0.000129325,0.000130471,0.00195312
0.136719,0.990829,0.000131216,0.000132413,0.00195312
0.138672,0.990564,0.000133105,0.000134355,0.00195312
0.140625,0.990296,0.000134995,0.000136299,0.00195312
0.142578,0.990024,0.000136884,0.000138244,0.00195312
0.144531,0.989748,0.000138772,0.00014019,0.00195312
0.146484,0.989469,0.00014066,0.000142137,0.00195312
0.148438,0.989186,0.000142547,0.000144085,0.00195312
0.150391,0.988899,0.000144434,0.000146034,0.00195312
0.152344,0.988609,0.00014632,0.000147984,0.00195312
0.154297,0.988315,0.000148205,0.000149935,0.00195312
0.15625,0.988017,0.00015009,0.000151888,0.00195312
0.158203,0.987715,0.000151975,0.000153841,0.00195312
0.160156,0.98741,0.000153859,0.000155796,0.00195312
0.162109,0.987101,0.000155742,0.000157752,0.00195312
0.164062,0.986789,0.000157625,0.000159709,0.00195312
0.166016,0.986472,0.000159507,0.000161668,0.00195312
0.167969,0.986153,0.000161388,0.000163627,0.00195312
0.169922,0.985829,0.000163269,0.000165588,0.00195312
0.171875,0.985502,0.000165149,0.00016755,0.00195312
0.173828,0.985171,0.000167028,0.000169514,0.00195312
0.175781,0.984837,0.000168907,0.000171478,0.00195312
0.177734,0.984498,0.000170785,0.000173444,0.00195312
0.179688,0.984157,0.000172663,0.000175412,0.00195312
0.181641,0.983811,0.00017454,0.00017738,0.00195312
0.183594,0.983462,0.000176416,0.00017935,0.00195312
0.185547,0.98311,0.000178291,0.000181321,0.00195312
0.1875,0.982753,0.000180166,0.000183294,0.00195312
0.189453,0.982393,0.00018204,0.000185268,0.00195312
0.191406,0.98203,0.000183913,0.000187244,0.00195312
0.193359,0.981663,0.000185786,0.00018922,0.00195312
0.195312,0.981292,0.000187658,0.000191199,0.00195312
0.197266,0.980918,0.000189529,0.000193178,0.00195312
0.199219,0.98054,0.000191399,0.00019516,0.00195312
0.201172,0.980158,0.000193269,0.000197142,0.00195312
0.203125,0.979773,0.000195138,0.000199127,0.00195312
0.205078,0.979384,0.000197006,0.000201112,0.00195312
0.207031,0.978992,0.000198873,0.000203099,0.00195312
0.208984,0.978596,0.00020074,0.000205088,0.00195312
0.210938,0.978197,0.000202605,0.000207078,0.00195312
0.212891,0.977794,0.00020447,0.00020907,0.00195312
0.214844,0.977387,0.000206334,0.000211064,0.00195312
0.216797,0.976977,0.000208198,0.000213059,0.00195312
0.21875,0.976563,0.00021006,0.000215055,0.00195312
0.220703,0.976146,0.000211922,0.000217053,0.00195312
0.222656,0.975725,0.000213783,0.000219053,0.00195312
0.224609,0.975301,0.000215643,0.000221055,0.00195312
0.226562,0.974873,0.000217502,0.000223058,0.00195312
0.228516,0.974442,0.00021936,0.000225063,0.00195312
0.230469,0.974007,0.000221217,0.000227069,0.00195312
0.232422,0.973569,0.000223074,0.000229077,0.00195312
0.234375,0.973127,0.000224929,0.000231087,0.00195312
0.236328,0.972681,0.000226784,0.000233099,0.00195312
0.238281,0.972232,0.000228638,0.000235113,0.00195312
0.240234,0.97178,0.000230491,0.000237128,0.00195312
0.242188,0.971324,0.000232343,0.000239145,0.00195312
0.244141,0.970864,0.000234194,0.000241164,0.00195312
0.246094,0.970401,0.000236044,0.000243184,0.00195312
0.248047,0.969935,0.000237893,0.000245207,0.00195312
0.25,0.969465,0.000239741,0.000247231,0.00195312
0.251953,0.968992,0.000241588,0.000249257,0.00195312
0.253906,0.968515,0.000243434,0.000251285,0.00195312
0.255859,0.968035,0.000245279,0.000253315,0.00195312
0.257812,0.967551,0.000247124,0.000255346,0.00195312
0.259766,0.967064,0.000248967,0.00025738,0.00195312
0.261719,0.966573,0.000250809,0.000259416,0.00195312
0.263672,0.966079,0.00025265,0.000261453,0.00195312
0.265625,0.965581,0.000254491,0.000263493,0.00195312
0.267578,0.96508,0.00025633,0.000265534,0.00195312
0.269531,0.964576,0.000258168,0.000267577,0.00195312
0.271484,0.964068,0.000260005,0.000269623,0.00195312
0.273438,0.963557,0.000261841,0.00027167,0.00195312
0.275391,0.963042,0.000263676,0.00027372,0.00195312
0.277344,0.962524,0.00026551,0.000275771,0.00195312
0.279297,0.962003,0.000267343,0.000277825,0.00195312
0.28125,0.961478,0.000269174,0.00027988,0.00195312
0.283203,0.96095,0.000271005,0.000281938,0.00195312
0.285156,0.960419,0.000272834,0.000283998,0.00195312
0.287109,0.959884,0.000274663,0.00028606,0.00195312
0.289062,0.959345,0.00027649,0.000288124,0.00195312
0.291016,0.958804,0.000278316,0.00029019,0.00195312
0.292969,0.958259,0.000280141,0.000292258,0.00195312
0.294922,0.957711,0.000281965,0.000294329,0.00195312
0.296875,0.957159,0.000283787,0.000296402,0.00195312
0.298828,0.956604,0.000285609,0.000298476,0.00195312
0.300781,0.956046,0.000287429,0.000300554,0.00195312
0.302734,0.955484,0.000289248,0.000302633,0.00195312
0.304688,0.954919,0.000291066,0.000304714,0.00195312
0.306641,0.954351,0.000292883,0.000306798,0.00195312
0.308594,0.953779,0.000294699,0.000308884,0.00195312
0.310547,0.953204,0.000296513,0.000310973,0.00195312
0.3125,0.952626,0.000298326,0.000313064,0.00195312
0.314453,0.952045,0.000300138,0.000315157,0.00195312
0.316406,0.95146,0.000301948,0.000317252,0.00195312
0.318359,0.950872,0.000303758,0.00031935,0.00195312
0.320312,0.950281,0.000305566,0.00032145,0.00195312
0.322266,0.949686,0.000307373,0.000323552,0.00195312
0.324219,0.949088,0.000309178,0.000325657,0.00195312
0.326172,0.948487,0.000310982,0.000327764,0.00195312
0.328125,0.947883,0.000312785,0.000329874,0.00195312
0.330078,0.947276,0.000314587,0.000331986,0.00195312
0.332031,0.946665,0.000316387,0.000334101,0.00195312
0.333984,0.946051,0.000318186,0.000336218,0.00195312
0.335938,0.945434,0.000319984,0.000338337,0.00195312
0.337891,0.944814,0.00032178,0.000340459,0.00195312
0.339844,0.94419,0.000323575,0.000342584,0.00195312
0.341797,0.943563,0.000325368,0.000344711,0.00195312
0.34375,0.942934,0.000327161,0.00034684,0.00195312
0.345703,0.9423,0.000328951,0.000348972,0.00195312
0.347656,0.941664,0.000330741,0.000351107,0.00195312
0.349609,0.941025,0.000332529,0.000353244,0.00195312
0.351562,0.940382,0.000334315,0.000355384,0.00195312
0.353516,0.939737,0.000336101,0.000357526,0.00195312
0.355469,0.939088,0.000337884,0.000359671,0.00195312
0.357422,0.938436,0.000339667,0.000361819,0.00195312
0.359375,0.937781,0.000341448,0.000363969,0.00195312
0.361328,0.937122,0.000343227,0.000366122,0.00195312
0.363281,0.936461,0.000345005,0.000368278,0.00195312
0.365234,0.935797,0.000346782,0.000370436,0.00195312
0.367188,0.935129,0.000348557,0.000372598,0.00195312
0.369141,0.934458,0.00035033,0.000374761,0.00195312
0.371094,0.933785,0.000352102,0.000376928,0.00195312
0.373047,0.933108,0.000353873,0.000379097,0.00195312
0.375,0.932428,0.000355642,0.000381269,0.00195312
0.376953,0.931745,0.000357409,0.000383444,0.00195312
0.378906,0.931059,0.000359175,0.000385622,0.00195312
0.380859,0.93037,0.00036094,0.000387802,0.00195312
0.382812,0.929678,0.000362703,0.000389986,0.00195312
0.384766,0.928983,0.000364464,0.000392172,0.00195312
0.386719,0.928285,0.000366224,0.000394361,0.00195312
0.388672,0.927584,0.000367982,0.000396553,0.00195312
0.390625,0.926879,0.000369738,0.000398747,0.00195312
0.392578,0.926172,0.000371493,0.000400945,0.00195312
0.394531,0.925462,0.000373247,0.000403146,0.00195312
0.396484,0.924749,0.000374998,0.000405349,0.00195312
0.398438,0.924033,0.000376748,0.000407556,0.00195312
0.400391,0.923314,0.000378497,0.000409765,0.00195312
0.402344,0.922592,0.000380244,0.000411977,0.00195312
0.404297,0.921867,0.000381989,0.000414193,0.00195312
0.40625,0.921139,0.000383732,0.000416411,0.00195312
0.408203,0.920408,0.000385474,0.000418632,0.00195312
0.410156,0.919674,0.000387214,0.000420857,0.00195312
0.412109,0.918937,0.000388953,0.000423084,0.00195312
0.414062,0.918198,0.000390689,0.000425315,0.00195312
0.416016,0.917455,0.000392424,0.000427548,0.00195312
0.417969,0.91671,0.000394158,0.000429785,0.00195312
0.419922,0.915961,0.000395889,0.000432025,0.00195312
0.421875,0.91521,0.000397619,0.000434268,0.00195312
0.423828,0.914456,0.000399347,0.000436514,0.00195312
0.425781,0.913699,0.000401073,0.000438763,0.00195312
0.427734,0.912939,0.000402798,0.000441015,0.00195312
0.429688,0.912177,0.000404521,0.000443271,0.00195312
0.431641,0.911411,0.000406241,0.00044553,0.00195312
0.433594,0.910643,0.000407961,0.000447791,0.00195312
0.435547,0.909871,0.000409678,0.000450057,0.00195312
0.4375,0.909097,0.000411393,0.000452325,0.00195312
0.439453,0.908321,0.000413107,0.000454596,0.00195312
0.441406,0.907541,0.000414819,0.000456871,0.00195312
0.443359,0.906759,0.000416529,0.00045915,0.00195312
0.445312,0.905973,0.000418237,0.000461431,0.00195312
0.447266,0.905185,0.000419943,0.000463716,0.00195312
0.449219,0.904395,0.000421648,0.000466004,0.00195312
0.451172,0.903601,0.00042335,0.000468295,0.00195312
0.453125,0.902805,0.000425051,0.00047059,0.00195312
0.455078,0.902006,0.00042675,0.000472888,0.00195312
0.457031,0.901204,0.000428446,0.00047519,0.00195312
0.458984,0.9004,0.000430141,0.000477494,0.00195312
0.460938,0.899593,0.000431834,0.000479803,0.00195312
0.462891,0.898783,0.000433525,0.000482114,0.00195312
0.464844,0.89797,0.000435214,0.00048443,0.00195312
0.466797,0.897155,0.000436901,0.000486748,0.00195312
0.46875,0.896337,0.000438586,0.00048907,0.00195312
0.470703,0.895516,0.000440269,0.000491396,0.00195312
0.472656,0.894693,0.00044195,0.000493725,0.00195312
0.474609,0.893867,0.00044363,0.000496057,0.00195312
0.476562,0.893039,0.000445307,0.000498394,0.00195312
0.478516,0.892207,0.000446982,0.000500733,0.00195312
0.480469,0.891373,0.000448655,0.000503076,0.00195312
0.482422,0.890537,0.000450326,0.000505423,0.00195312
0.484375,0.889698,0.000451994,0.000507773,0.00195312
0.486328,0.888856,0.000453661,0.000510127,0.00195312
0.488281,0.888012,0.000455326,0.000512485,0.00195312
0.490234,0.887165,0.000456989,0.000514846,0.00195312
0.492188,0.886316,0.000458649,0.000517211,0.00195312
0.494141,0.885464,0.000460308,0.000519579,0.00195312
0.496094,0.884609,0.000461964,0.000521952,0.00195312
0.498047,0.883752,0.000463618,0.000524327,0.00195312
0.5,0.882892,0.00046527,0.000526707,0.00195312
0.501953,0.88203,0.00046692,0.00052909,0.00195312
0.503906,0.881165,0.000468568,0.000531477,0.00195312
0.505859,0.880298,0.000470214,0.000533868,0.00195312
0.507812,0.879428,0.000471857,0.000536262,0.00195312
0.509766,0.878556,0.000473498,0.00053866,0.00195312
0.511719,0.877681,0.000475138,0.000541063,0.00195312
0.513672,0.876804,0.000476774,0.000543468,0.00195312
0.515625,0.875924,0.000478409,0.000545878,0.00195312
0.517578,0.875042,0.000480041,0.000548291,0.00195312
0.519531,0.874158,0.000481672,0.000550709,0.00195312
0.521484,0.873271,0.0004833,0.00055313,0.00195312
0.523438,0.872381,0.000484925,0.000555555,0.00195312
0.525391,0.871489,0.000486549,0.000557984,0.00195312
0.527344,0.870595,0.00048817,0.000560417,0.00195312
0.529297,0.869698,0.000489789,0.000562854,0.00195312
0.53125,0.868799,0.000491405,0.000565294,0.00195312
0.533203,0.867898,0.000493019,0.000567739,0.00195312
0.535156,0.866994,0.000494631,0.000570187,0.00195312
0.537109,0.866088,0.000496241,0.00057264,0.00195312
0.539062,0.865179,0.000497848,0.000575097,0.00195312
0.541016,0.864268,0.000499453,0.000577557,0.00195312
0.542969,0.863355,0.000501055,0.000580022,0.00195312
0.544922,0.86244,0.000502656,0.00058249,0.00195312
0.546875,0.861522,0.000504253,0.000584963,0.00195312
0.548828,0.860601,0.000505849,0.00058744,0.00195312
0.550781,0.859679,0.000507442,0.000589921,0.00195312
0.552734,0.858754,0.000509032,0.000592406,0.00195312
0.554688,0.857827,0.00051062,0.000594895,0.00195312
0.556641,0.856898,0.000512206,0.000597388,0.00195312
0.558594,0.855966,0.000513789,0.000599885,0.00195312
0.560547,0.855032,0.00051537,0.000602386,0.00195312
0.5625,0.854096,0.000516949,0.000604892,0.00195312
0.564453,0.853158,0.000518525,0.000607402,0.00195312
0.566406,0.852217,0.000520098,0.000609916,0.00195312
0.568359,0.851274,0.000521669,0.000612434,0.00195312
0.570312,0.85033,0.000523237,0.000614956,0.00195312
0.572266,0.849382,0.000524803,0.000617483,0.00195312
0.574219,0.848433,0.000526366,0.000620014,0.00195312
0.576172,0.847481,0.000527927,0.000622549,0.00195312
0.578125,0.846528,0.000529486,0.000625088,0.00195312
0.580078,0.845572,0.000531041,0.000627632,0.00195312
0.582031,0.844614,0.000532595,0.00063018,0.00195312
0.583984,0.843654,0.000534145,0.000632732,0.00195312
0.585938,0.842691,0.000535693,0.000635289,0.00195312
0.587891,0.841727,0.000537238,0.00063785,0.00195312
0.589844,0.840761,0.000538781,0.000640416,0.00195312
0.591797,0.839792,0.000540321,0.000642985,0.00195312
0.59375,0.838821,0.000541859,0.00064556,0.00195312
0.595703,0.837849,0.000543394,0.000648138,0.00195312
0.597656,0.836874,0.000544926,0.000650721,0.00195312
0.599609,0.835897,0.000546456,0.000653309,0.00195312
0.601562,0.834918,0.000547983,0.000655901,0.00195312
0.603516,0.833937,0.000549507,0.000658497,0.00195312
0.605469,0.832954,0.000551029,0.000661098,0.00195312
0.607422,0.831969,0.000552547,0.000663703,0.00195312
0.609375,0.830982,0.000554064,0.000666313,0.00195312
0.611328,0.829993,0.000555577,0.000668928,0.00195312
0.613281,0.829002,0.000557088,0.000671547,0.00195312
0.615234,0.828009,0.000558596,0.00067417,0.00195312
0.617188,0.827014,0.000560101,0.000676798,0.00195312
0.619141,0.826017,0.000561603,0.000679431,0.00195312
0.621094,0.825018,0.000563103,0.000682068,0.00195312
0.623047,0.824017,0.0005646,0.00068471,0.00195312
0.625,0.823015,0.000566094,0.000687357,0.00195312
0.626953,0.82201,0.000567585,0.000690008,0.00195312
0.628906,0.821003,0.000569074,0.000692664,0.00195312
0.630859,0.819995,0.000570559,0.000695324,0.00195312
0.632812,0.818985,0.000572042,0.00069799,0.00195312
0.634766,0.817972,0.000573522,0.00070066,0.00195312
0.636719,0.816958,0.000574999,0.000703334,0.00195312
0.638672,0.815942,0.000576473,0.000706013,0.00195312
0.640625,0.814924,0.000577945,0.000708698,0.00195312
0.642578,0.813905,0.000579413,0.000711386,0.00195312
0.644531,0.812883,0.000580879,0.00071408,0.00195312
0.646484,0.81186,0.000582341,0.000716779,0.00195312
0.648438,0.810835,0.000583801,0.000719482,0.00195312
0.650391,0.809808,0.000585258,0.00072219,0.00195312
0.652344,0.808779,0.000586712,0.000724903,0.00195312
0.654297,0.807749,0.000588163,0.00072762,0.00195312
0.65625,0.806717,0.000589611,0.000730343,0.00195312
0.658203,0.805683,0.000591056,0.000733071,0.00195312
0.660156,0.804647,0.000592497,0.000735803,0.00195312
0.662109,0.803609,0.000593937,0.00073854,0.00195312
0.664062,0.80257,0.000595373,0.000741282,0.00195312
0.666016,0.801529,0.000596805,0.00074403,0.00195312
0.667969,0.800487,0.000598235,0.000746782,0.00195312
0.669922,0.799442,0.000599662,0.000749539,0.00195312
0.671875,0.798396,0.000601086,0.000752301,0.00195312
0.673828,0.797349,0.000602507,0.000755068,0.00195312
0.675781,0.796299,0.000603925,0.00075784,0.00195312
0.677734,0.795248,0.00060534,0.000760617,0.00195312
0.679688,0.794195,0.000606751,0.000763399,0.00195312
0.681641,0.793141,0.00060816,0.000766186,0.00195312
0.683594,0.792085,0.000609565,0.000768978,0.00195312
0.685547,0.791028,0.000610967,0.000771776,0.00195312
0.6875,0.789969,0.000612367,0.000774578,0.00195312
0.689453,0.788908,0.000613763,0.000777385,0.00195312
0.691406,0.787845,0.000615155,0.000780198,0.00195312
0.693359,0.786782,0.000616545,0.000783016,0.00195312
0.695312,0.785716,0.000617932,0.000785839,0.00195312
0.697266,0.784649,0.000619315,0.000788667,0.00195312
0.699219,0.78358,0.000620695,0.0007915,0.00195312
0.701172,0.78251,0.000622072,0.000794339,0.00195312
0.703125,0.781439,0.000623446,0.000797182,0.00195312
0.705078,0.780366,0.000624817,0.000800031,0.00195312
0.707031,0.779291,0.000626184,0.000802885,0.00195312
0.708984,0.778215,0.000627548,0.000805745,0.00195312
0.710938,0.777137,0.000628909,0.000808609,0.00195312
0.712891,0.776058,0.000630267,0.000811479,0.00195312
0.714844,0.774978,0.000631621,0.000814355,0.00195312
0.716797,0.773896,0.000632972,0.000817235,0.00195312
0.71875,0.772812,0.00063432,0.000820121,0.00195312
0.720703,0.771727,0.000635664,0.000823012,0.00195312
0.722656,0.770641,0.000637005,0.000825909,0.00195312
0.724609,0.769553,0.000638343,0.000828811,0.00195312
0.726562,0.768464,0.000639678,0.000831718,0.00195312
0.728516,0.767374,0.000641009,0.000834631,0.00195312
0.730469,0.766282,0.000642336,0.000837549,0.00195312
0.732422,0.765188,0.000643661,0.000840473,0.00195312
0.734375,0.764094,0.000644982,0.000843402,0.00195312
0.736328,0.762998,0.0006463,0.000846336,0.00195312
0.738281,0.761901,0.000647614,0.000849276,0.00195312
0.740234,0.760802,0.000648925,0.000852222,0.00195312
0.742188,0.759702,0.000650232,0.000855173,0.00195312
0.744141,0.758601,0.000651536,0.000858129,0.00195312
0.746094,0.757498,0.000652837,0.000861091,0.00195312
0.748047,0.756394,0.000654134,0.000864059,0.00195312
0.75,0.755289,0.000655428,0.000867032,0.00195312
0.751953,0.754183,0.000656718,0.00087001,0.00195312
0.753906,0.753075,0.000658005,0.000872995,0.00195312
0.755859,0.751966,0.000659288,0.000875985,0.00195312
0.757812,0.750856,0.000660568,0.00087898,0.00195312
0.759766,0.749745,0.000661845,0.000881981,0.00195312
0.761719,0.748632,0.000663117,0.000884988,0.00195312
0.763672,0.747519,0.000664387,0.000888,0.00195312
0.765625,0.746404,0.000665653,0.000891019,0.00195312
0.767578,0.745287,0.000666915,0.000894042,0.00195312
0.769531,0.74417,0.000668174,0.000897072,0.00195312
0.771484,0.743052,0.000669429,0.000900107,0.00195312
0.773438,0.741932,0.00067068,0.000903148,0.00195312
0.775391,0.740811,0.000671928,0.000906195,0.00195312
0.777344,0.739689,0.000673173,0.000909247,0.00195312
0.779297,0.738566,0.000674413,0.000912306,0.00195312
0.78125,0.737442,0.000675651,0.00091537,0.00195312
0.783203,0.736317,0.000676884,0.00091844,0.00195312
0.785156,0.735191,0.000678114,0.000921515,0.00195312
0.787109,0.734063,0.000679341,0.000924597,0.00195312
0.789062,0.732935,0.000680563,0.000927684,0.00195312
0.791016,0.731805,0.000681782,0.000930777,0.00195312
0.792969,0.730675,0.000682998,0.000933877,0.00195312
0.794922,0.729543,0.000684209,0.000936982,0.00195312
0.796875,0.72841,0.000685417,0.000940092,0.00195312
0.798828,0.727277,0.000686622,0.000943209,0.00195312
0.800781,0.726142,0.000687822,0.000946332,0.00195312
0.802734,0.725006,0.000689019,0.000949461,0.00195312
0.804688,0.723869,0.000690212,0.000952596,0.00195312
0.806641,0.722732,0.000691402,0.000955736,0.00195312
0.808594,0.721593,0.000692587,0.000958883,0.00195312
0.810547,0.720453,0.000693769,0.000962036,0.00195312
0.8125,0.719313,0.000694948,0.000965194,0.00195312
0.814453,0.718171,0.000696122,0.000968359,0.00195312
0.816406,0.717029,0.000697293,0.00097153,0.00195312
0.818359,0.715886,0.00069846,0.000974707,0.00195312
0.820312,0.714741,0.000699623,0.00097789,0.00195312
0.822266,0.713596,0.000700782,0.000981079,0.00195312
0.824219,0.71245,0.000701937,0.000984274,0.00195312
0.826172,0.711303,0.000703089,0.000987475,0.00195312
0.828125,0.710156,0.000704237,0.000990683,0.00195312
0.830078,0.709007,0.000705381,0.000993896,0.00195312
0.832031,0.707858,0.000706521,0.000997116,0.00195312
0.833984,0.706707,0.000707657,0.00100034,0.00195312
0.835938,0.705556,0.000708789,0.00100357,0.00195312
0.837891,0.704404,0.000709918,0.00100681,0.00195312
0.839844,0.703251,0.000711042,0.00101006,0.00195312
0.841797,0.702098,0.000712163,0.00101331,0.00195312
0.84375,0.700943,0.00071328,0.00101657,0.00195312
0.845703,0.699788,0.000714393,0.00101983,0.00195312
0.847656,0.698632,0.000715502,0.0010231,0.00195312
0.849609,0.697476,0.000716607,0.00102637,0.00195312
0.851562,0.696318,0.000717708,0.00102966,0.00195312
0.853516,0.69516,0.000718805,0.00103295,0.00195312
0.855469,0.694001,0.000719898,0.00103624,0.00195312
0.857422,0.692842,0.000720987,0.00103954,0.00195312
0.859375,0.691682,0.000722073,0.00104285,0.00195312
0.861328,0.690521,0.000723154,0.00104616,0.00195312
0.863281,0.689359,0.000724231,0.00104948,0.00195312
0.865234,0.688197,0.000725304,0.00105281,0.00195312
0.867188,0.687034,0.000726374,0.00105614,0.00195312
0.869141,0.68587,0.000727439,0.00105948,0.00195312
0.871094,0.684706,0.0007285,0.00106283,0.00195312
0.873047,0.683541,0.000729557,0.00106618,0.00195312
0.875,0.682375,0.00073061,0.00106954,0.00195312
0.876953,0.681209,0.00073166,0.00107291,0.00195312
0.878906,0.680042,0.000732705,0.00107628,0.00195312
0.880859,0.678875,0.000733746,0.00107966,0.00195312
0.882812,0.677707,0.000734782,0.00108304,0.00195312
0.884766,0.676538,0.000735815,0.00108644,0.00195312
0.886719,0.675369,0.000736844,0.00108983,0.00195312
0.888672,0.6742,0.000737868,0.00109324,0.00195312
0.890625,0.67303,0.000738889,0.00109665,0.00195312
