t,x,y,u,v,theta
0.54,0.428399,0.191427,0.793331,0.0844947,0.666875
0.55,0.436332,0.192222,0.793331,0.0744947,0.666875
0.56,0.444265,0.192917,0.793331,0.0644947,0.666875
0.57,0.452199,0.193512,0.793331,0.0544947,0.666875
0.58,0.460132,0.194007,0.793331,0.0444947,0.666875
0.59,0.468065,0.194402,0.793331,0.0344947,0.666875
0.6,0.475999,0.194697,0.793331,0.0244947,0.666875
0.61,0.483932,0.194892,0.793331,0.0144947,0.666875
0.62,0.491865,0.194987,0.793331,0.00449467,0.666875
0.63,0.499799,0.194982,0.793331,-0.00550533,0.666875
0.64,0.507732,0.194877,0.793331,-0.0155053,0.666875
0.65,0.515665,0.194672,0.793331,-0.0255053,0.666875
0.66,0.523599,0.194366,0.793331,-0.0355053,0.666875
0.67,0.531532,0.193961,0.793331,-0.0455053,0.666875
0.68,0.539465,0.193456,0.793331,-0.0555053,0.666875
0.69,0.547399,0.192851,0.793331,-0.0655053,0.666875
0.7,0.555332,0.192146,0.793331,-0.0755053,0.666875
0.71,0.563265,0.191341,0.793331,-0.0855053,0.666875
0.72,0.571198,0.190436,0.793331,-0.0955053,0.666875
0.73,0.579132,0.189431,0.793331,-0.105505,0.666875
0.74,0.587065,0.188326,0.793331,-0.115505,0.666875
0.75,0.594998,0.187121,0.793331,-0.125505,0.666875
0.76,0.602932,0.185816,0.793331,-0.135505,0.666875
0.77,0.610865,0.184411,0.793331,-0.145505,0.666875
0.78,0.618798,0.182906,0.793331,-0.155505,0.666875
0.79,0.626732,0.181301,0.793331,-0.165505,0.666875
0.8,0.634665,0.179596,0.793331,-0.175505,0.666875
0.81,0.642598,0.177791,0.793331,-0.185505,0.666875
0.82,0.650532,0.175886,0.793331,-0.195505,0.666875
0.83,0.658465,0.173881,0.793331,-0.205505,0.666875
0.84,0.666398,0.171776,0.793331,-0.215505,0.666875
0.85,0.674332,0.16957,0.793331,-0.225505,0.666875
0.86,0.682265,0.167265,0.793331,-0.235505,0.666875
0.87,0.690198,0.16486,0.793331,-0.245505,0.666875
0.88,0.698131,0.162355,0.793331,-0.255505,0.666875
0.89,0.706065,0.15975,0.793331,-0.265505,0.666875
0.9,0.713998,0.157045,0.793331,-0.275505,0.666875
0.91,0.721931,0.15424,0.793331,-0.285505,0.666875
0.92,0.729865,0.151335,0.793331,-0.295505,0.666875
0.93,0.737798,0.14833,0.793331,-0.305505,0.666875
0.94,0.745731,0.145225,0.793331,-0.315505,0.666875
0.95,0.753665,0.14202,0.793331,-0.325505,0.666875
0.96,0.761598,0.138715,0.793331,-0.335505,0.666875
0.97,0.769531,0.13531,0.793331,-0.345505,0.666875
0.98,0.777465,0.131805,0.793331,-0.355505,0.666875
0.99,0.785398,0.1282,0.793331,-0.365505,0.666875
1,0.793331,0.124495,0.793331,-0.375505,0.666875
1.01,0.801265,0.12069,0.793331,-0.385505,0.666875
