t,x,delta_y,u,v,theta
0.854,0.666211,1.17073e-13,0.780107,-0.213062,0.687775
0.855,0.666991,1.1699e-13,0.780107,-0.214062,0.687775
0.856,0.667771,1.16934e-13,0.780107,-0.215062,0.687775
0.857,0.668552,1.16962e-13,0.780107,-0.216062,0.687775
0.858,0.669332,1.16906e-13,0.780107,-0.217062,0.687775
0.859,0.670112,1.16823e-13,0.780107,-0.218062,0.687775
0.86,0.670892,1.16768e-13,0.780107,-0.219062,0.687775
0.861,0.671672,1.16795e-13,0.780107,-0.220062,0.687775
0.862,0.672452,1.1674e-13,0.780107,-0.221062,0.687775
0.863,0.673232,1.16657e-13,0.780107,-0.222062,0.687775
0.864,0.674012,1.16657e-13,0.780107,-0.223062,0.687775
0.865,0.674792,1.16629e-13,0.780107,-0.224062,0.687775
0.866,0.675572,1.16629e-13,0.780107,-0.225062,0.687775
0.867,0.676353,1.1649e-13,0.780107,-0.226062,0.687775
0.868,0.677133,1.1649e-13,0.780107,-0.227062,0.687775
0.869,0.677913,1.16351e-13,0.780107,-0.228062,0.687775
0.87,0.678693,1.16351e-13,0.780107,-0.229062,0.687775
0.871,0.679473,1.16268e-13,0.780107,-0.230062,0.687775
0.872,0.680253,1.16213e-13,0.780107,-0.231062,0.687775
0.873,0.681033,1.1624e-13,0.780107,-0.232062,0.687775
0.874,0.681813,1.1624e-13,0.780107,-0.233062,0.687775
0.875,0.682593,1.16074e-13,0.780107,-0.234062,0.687775
0.876,0.683374,1.16046e-13,0.780107,-0.235062,0.687775
0.877,0.684154,1.15991e-13,0.780107,-0.236062,0.687775
0.878,0.684934,1.15963e-13,0.780107,-0.237062,0.687775
0.879,0.685714,1.15852e-13,0.780107,-0.238062,0.687775
0.88,0.686494,1.15824e-13,0.780107,-0.239062,0.687775
0.881,0.687274,1.15769e-13,0.780107,-0.240062,0.687775
0.882,0.688054,1.15741e-13,0.780107,-0.241062,0.687775
0.883,0.688834,1.1563e-13,0.780107,-0.242062,0.687775
0.884,0.689614,1.15602e-13,0.780107,-0.243062,0.687775
0.885,0.690395,1.15546e-13,0.780107,-0.244062,0.687775
0.886,0.691175,1.15408e-13,0.780107,-0.245062,0.687775
0.887,0.691955,1.15297e-13,0.780107,-0.246062,0.687775
0.888,0.692735,1.15269e-13,0.780107,-0.247062,0.687775
0.889,0.693515,1.15213e-13,0.780107,-0.248062,0.687775
0.89,0.694295,1.15186e-13,0.780107,-0.249062,0.687775
0.891,0.695075,1.15075e-13,0.780107,-0.250062,0.687775
0.892,0.695855,1.15047e-13,0.780107,-0.251062,0.687775
0.893,0.696635,1.15047e-13,0.780107,-0.252062,0.687775
0.894,0.697415,1.15019e-13,0.780107,-0.253062,0.687775
0.895,0.698196,1.14853e-13,0.780107,-0.254062,0.687775
0.896,0.698976,1.14825e-13,0.780107,-0.255062,0.687775
0.897,0.699756,1.14825e-13,0.780107,-0.256062,0.687775
0.898,0.700536,1.14797e-13,0.780107,-0.257062,0.687775
0.899,0.701316,1.14686e-13,0.780107,-0.258062,0.687775
0.9,0.702096,1.14658e-13,0.780107,-0.259062,0.687775
0.901,0.702876,1.14658e-13,0.780107,-0.260062,0.687775
0.902,0.703656,1.14631e-13,0.780107,-0.261062,0.687775
0.903,0.704436,1.14436e-13,0.780107,-0.262062,0.687775
0.904,0.705217,1.14325e-13,0.780107,-0.263062,0.687775
0.905,0.705997,1.14242e-13,0.780107,-0.264062,0.687775
0.906,0.706777,1.14186e-13,0.780107,-0.265062,0.687775
0.907,0.707557,1.14048e-13,0.780107,-0.266062,0.687775
0.908,0.708337,1.13992e-13,0.780107,-0.267062,0.687775
0.909,0.709117,1.13964e-13,0.780107,-0.268062,0.687775
0.91,0.709897,1.13909e-13,0.780107,-0.269062,0.687775
0.911,0.710677,1.1377e-13,0.780107,-0.270062,0.687775
0.912,0.711457,1.13715e-13,0.780107,-0.271062,0.687775
0.913,0.712238,1.13687e-13,0.780107,-0.272062,0.687775
0.914,0.713018,1.13631e-13,0.780107,-0.273062,0.687775
0.915,0.713798,1.13493e-13,0.780107,-0.274062,0.687775
0.916,0.714578,1.13437e-13,0.780107,-0.275062,0.687775
0.917,0.715358,1.13409e-13,0.780107,-0.276062,0.687775
0.918,0.716138,1.13354e-13,0.780107,-0.277062,0.687775
0.919,0.716918,1.13215e-13,0.780107,-0.278062,0.687775
0.92,0.717698,1.13215e-13,0.780107,-0.279062,0.687775
0.921,0.718478,1.13021e-13,0.780107,-0.280062,0.687775
0.922,0.719258,1.13021e-13,0.780107,-0.281062,0.687775
0.923,0.720039,1.12882e-13,0.780107,-0.282062,0.687775
0.924,0.720819,1.12826e-13,0.780107,-0.283062,0.687775
0.925,0.721599,1.12799e-13,0.780107,-0.284062,0.687775
0.926,0.722379,1.12743e-13,0.780107,-0.285062,0.687775
0.927,0.723159,1.12604e-13,0.780107,-0.286062,0.687775
0.928,0.723939,1.12549e-13,0.780107,-0.287062,0.687775
0.929,0.724719,1.12521e-13,0.780107,-0.288062,0.687775
0.93,0.725499,1.12521e-13,0.780107,-0.289062,0.687775
0.931,0.726279,1.12355e-13,0.780107,-0.290062,0.687775
0.932,0.72706,1.12271e-13,0.780107,-0.291062,0.687775
0.933,0.72784,1.12216e-13,0.780107,-0.292062,0.687775
0.934,0.72862,1.12133e-13,0.780107,-0.293062,0.687775
0.935,0.7294,1.11966e-13,0.780107,-0.294062,0.687775
0.936,0.73018,1.11938e-13,0.780107,-0.295062,0.687775
0.937,0.73096,1.11883e-13,0.780107,-0.296062,0.687775
0.938,0.73174,1.11799e-13,0.780107,-0.297062,0.687775
0.939,0.73252,1.11522e-13,0.780107,-0.298062,0.687775
0.94,0.7333,1.11494e-13,0.780107,-0.299062,0.687775
0.941,0.734081,1.11439e-13,0.780107,-0.300062,0.687775
0.942,0.734861,1.11355e-13,0.780107,-0.301062,0.687775
0.943,0.735641,1.11189e-13,0.780107,-0.302062,0.687775
0.944,0.736421,1.11161e-13,0.780107,-0.303062,0.687775
0.945,0.737201,1.11106e-13,0.780107,-0.304062,0.687775
0.946,0.737981,1.11022e-13,0.780107,-0.305062,0.687775
0.947,0.738761,1.10911e-13,0.780107,-0.306062,0.687775
0.948,0.739541,1.10828e-13,0.780107,-0.307062,0.687775
0.949,0.740321,1.10773e-13,0.780107,-0.308062,0.687775
0.95,0.741101,1.10745e-13,0.780107,-0.309062,0.687775
0.951,0.741882,1.10578e-13,0.780107,-0.310062,0.687775
0.952,0.742662,1.10495e-13,0.780107,-0.311062,0.687775
0.953,0.743442,1.10495e-13,0.780107,-0.312062,0.687775
0.954,0.744222,1.10412e-13,0.780107,-0.313062,0.687775
0.955,0.745002,1.10245e-13,0.780107,-0.314062,0.687775
0.956,0.745782,1.10106e-13,0.780107,-0.315062,0.687775
0.957,0.746562,1.10051e-13,0.780107,-0.316062,0.687775
0.958,0.747342,1.09995e-13,0.780107,-0.317062,0.687775
0.959,0.748122,1.09801e-13,0.780107,-0.318062,0.687775
0.96,0.748903,1.09746e-13,0.780107,-0.319062,0.687775
0.961,0.749683,1.09662e-13,0.780107,-0.320062,0.687775
0.962,0.750463,1.09551e-13,0.780107,-0.321062,0.687775
0.963,0.751243,1.09412e-13,0.780107,-0.322062,0.687775
0.964,0.752023,1.09301e-13,0.780107,-0.323062,0.687775
0.965,0.752803,1.09274e-13,0.780107,-0.324062,0.687775
0.966,0.753583,1.09163e-13,0.780107,-0.325062,0.687775
0.967,0.754363,1.09024e-13,0.780107,-0.326062,0.687775
0.968,0.755143,1.08913e-13,0.780107,-0.327062,0.687775
0.969,0.755923,1.08885e-13,0.780107,-0.328062,0.687775
0.97,0.756704,1.08774e-13,0.780107,-0.329062,0.687775
0.971,0.757484,1.08635e-13,0.780107,-0.330062,0.687775
0.972,0.758264,1.08524e-13,0.780107,-0.331062,0.687775
0.973,0.759044,1.08497e-13,0.780107,-0.332062,0.687775
0.974,0.759824,1.08275e-13,0.780107,-0.333062,0.687775
0.975,0.760604,1.08136e-13,0.780107,-0.334062,0.687775
0.976,0.761384,1.0808e-13,0.780107,-0.335062,0.687775
0.977,0.762164,1.07997e-13,0.780107,-0.336062,0.687775
0.978,0.762944,1.07941e-13,0.780107,-0.337062,0.687775
0.979,0.763725,1.07747e-13,0.780107,-0.338062,0.687775
0.98,0.764505,1.07692e-13,0.780107,-0.339062,0.687775
0.981,0.765285,1.07608e-13,0.780107,-0.340062,0.687775
0.982,0.766065,1.07553e-13,0.780107,-0.341062,0.687775
0.983,0.766845,1.07414e-13,0.780107,-0.342062,0.687775
0.984,0.767625,1.07359e-13,0.780107,-0.343062,0.687775
0.985,0.768405,1.07275e-13,0.780107,-0.344062,0.687775
0.986,0.769185,1.07192e-13,0.780107,-0.345062,0.687775
0.987,0.769965,1.0697e-13,0.780107,-0.346062,0.687775
0.988,0.770746,1.06887e-13,0.780107,-0.347062,0.687775
0.989,0.771526,1.06831e-13,0.780107,-0.348062,0.687775
0.99,0.772306,1.06748e-13,0.780107,-0.349062,0.687775
0.991,0.773086,1.06415e-13,0.780107,-0.350062,0.687775
0.992,0.773866,1.06332e-13,0.780107,-0.351062,0.687775
0.993,0.774646,1.06221e-13,0.780107,-0.352062,0.687775
0.994,0.775426,1.06137e-13,0.780107,-0.353062,0.687775
0.995,0.776206,1.05971e-13,0.780107,-0.354062,0.687775
0.996,0.776986,1.05888e-13,0.780107,-0.355062,0.687775
0.997,0.777766,1.05776e-13,0.780107,-0.356062,0.687775
0.998,0.778547,1.05693e-13,0.780107,-0.357062,0.687775
0.999,0.779327,1.05527e-13,0.780107,-0.358062,0.687775
1,0.780107,1.05554e-13,0.780107,-0.359062,0.687775
1.001,0.780887,1.05388e-13,0.780107,-0.360062,0.687775
1.002,0.781667,1.05194e-13,0.780107,-0.361062,0.687775
1.003,0.782447,1.05194e-13,0.780107,-0.362062,0.687775
1.004,0.783227,1.05055e-13,0.780107,-0.363062,0.687775
1.005,0.784007,1.04777e-13,0.780107,-0.364062,0.687775
1.006,0.784787,1.04805e-13,0.780107,-0.365062,0.687775
1.007,0.785568,1.04694e-13,0.780107,-0.366062,0.687775
1.008,0.786348,1.04555e-13,0.780107,-0.367062,0.687775
1.009,0.787128,1.04389e-13,0.780107,-0.368062,0.687775
1.01,0.787908,1.04194e-13,0.780107,-0.369062,0.687775
1.011,0.788688,1.04305e-13,0.780107,-0.370062,0.687775
1.012,0.789468,1.04056e-13,0.780107,-0.371062,0.687775
1.013,0.790248,1.03889e-13,0.780107,-0.372062,0.687775
1.014,0.791028,1.03889e-13,0.780107,-0.373062,0.687775
1.015,0.791808,1.03639e-13,0.780107,-0.374062,0.687775
1.016,0.792589,1.03695e-13,0.780107,-0.375062,0.687775
1.017,0.793369,1.03501e-13,0.780107,-0.376062,0.687775
1.018,0.794149,1.03278e-13,0.780107,-0.377062,0.687775
1.019,0.794929,1.03251e-13,0.780107,-0.378062,0.687775
1.02,0.795709,1.03084e-13,0.780107,-0.379062,0.687775
1.021,0.796489,1.0289e-13,0.780107,-0.380062,0.687775
1.022,0.797269,1.0289e-13,0.780107,-0.381062,0.687775
1.023,0.798049,1.0264e-13,0.780107,-0.382062,0.687775
1.024,0.798829,1.02696e-13,0.780107,-0.383062,0.687775
1.025,0.799609,1.02501e-13,0.780107,-0.384062,0.687775
1.026,0.80039,1.02168e-13,0.780107,-0.385062,0.687775
1.027,0.80117,1.02141e-13,0.780107,-0.386062,0.687775
1.028,0.80195,1.01974e-13,0.780107,-0.387062,0.687775
1.029,0.80273,1.0178e-13,0.780107,-0.388062,0.687775
1.03,0.80351,1.0178e-13,0.780107,-0.389062,0.687775
1.031,0.80429,1.0153e-13,0.780107,-0.390062,0.687775
1.032,0.80507,1.01585e-13,0.780107,-0.391062,0.687775
1.033,0.80585,1.01391e-13,0.780107,-0.392062,0.687775
1.034,0.80663,1.01169e-13,0.780107,-0.393062,0.687775
1.035,0.807411,1.01141e-13,0.780107,-0.394062,0.687775
1.036,0.808191,1.00975e-13,0.780107,-0.395062,0.687775
1.037,0.808971,1.0078e-13,0.780107,-0.396062,0.687775
1.038,0.809751,1.0078e-13,0.780107,-0.397062,0.687775
1.039,0.810531,1.00642e-13,0.780107,-0.398062,0.687775
1.04,0.811311,1.00586e-13,0.780107,-0.399062,0.687775
1.041,0.812091,1.00392e-13,0.780107,-0.400062,0.687775
1.042,0.812871,1.00267e-13,0.780107,-0.401062,0.687775
1.043,0.813651,1.00114e-13,0.780107,-0.402062,0.687775
1.044,0.814432,9.9934e-14,0.780107,-0.403062,0.687775
1.045,0.815212,9.97258e-14,0.780107,-0.404062,0.687775
1.046,0.815992,9.97119e-14,0.780107,-0.405062,0.687775
1.047,0.816772,9.94482e-14,0.780107,-0.406062,0.687775
1.048,0.817552,9.94899e-14,0.780107,-0.407062,0.687775
1.049,0.818332,9.92678e-14,0.780107,-0.408062,0.687775
1.05,0.819112,9.9018e-14,0.780107,-0.409062,0.687775
1.051,0.819892,9.90735e-14,0.780107,-0.410062,0.687775
1.052,0.820672,9.88792e-14,0.780107,-0.411062,0.687775
1.053,0.821452,9.86572e-14,0.780107,-0.412062,0.687775
1.054,0.822233,9.86294e-14,0.780107,-0.413062,0.687775
1.055,0.823013,9.83519e-14,0.780107,-0.414062,0.687775
1.056,0.823793,9.83796e-14,0.780107,-0.415062,0.687775
1.057,0.824573,9.81576e-14,0.780107,-0.416062,0.687775
1.058,0.825353,9.79078e-14,0.780107,-0.417062,0.687775
1.059,0.826133,9.79633e-14,0.780107,-0.418062,0.687775
1.06,0.826913,9.7769e-14,0.780107,-0.419062,0.687775
1.061,0.827693,9.74359e-14,0.780107,-0.420062,0.687775
1.062,0.828473,9.74082e-14,0.780107,-0.421062,0.687775
1.063,0.829254,9.72278e-14,0.780107,-0.422062,0.687775
1.064,0.830034,9.72417e-14,0.780107,-0.423062,0.687775
1.065,0.830814,9.70057e-14,0.780107,-0.424062,0.687775
1.066,0.831594,9.67421e-14,0.780107,-0.425062,0.687775
1.067,0.832374,9.66727e-14,0.780107,-0.426062,0.687775
1.068,0.833154,9.64645e-14,0.780107,-0.427062,0.687775
1.069,0.833934,9.62286e-14,0.780107,-0.428062,0.687775
1.07,0.834714,9.6298e-14,0.780107,-0.429062,0.687775
1.071,0.835494,9.60065e-14,0.780107,-0.430062,0.687775
1.072,0.836274,9.60204e-14,0.780107,-0.431062,0.687775
1.073,0.837055,9.57845e-14,0.780107,-0.432062,0.687775
1.074,0.837835,9.55208e-14,0.780107,-0.433062,0.687775
1.075,0.838615,9.55624e-14,0.780107,-0.434062,0.687775
1.076,0.839395,9.53404e-14,0.780107,-0.435062,0.687775
1.077,0.840175,9.50906e-14,0.780107,-0.436062,0.687775
1.078,0.840955,9.50351e-14,0.780107,-0.437062,0.687775
1.079,0.841735,9.47298e-14,0.780107,-0.438062,0.687775
1.08,0.842515,9.47298e-14,0.780107,-0.439062,0.687775
1.081,0.843295,9.448e-14,0.780107,-0.440062,0.687775
1.082,0.844076,9.42024e-14,0.780107,-0.441062,0.687775
1.083,0.844856,9.42302e-14,0.780107,-0.442062,0.687775
1.084,0.845636,9.40081e-14,0.780107,-0.443062,0.687775
1.085,0.846416,9.37583e-14,0.780107,-0.444062,0.687775
1.086,0.847196,9.38138e-14,0.780107,-0.445062,0.687775
1.087,0.847976,9.35085e-14,0.780107,-0.446062,0.687775
1.088,0.848756,9.35085e-14,0.780107,-0.447062,0.687775
1.089,0.849536,9.32587e-14,0.780107,-0.448062,0.687775
1.09,0.850316,9.30783e-14,0.780107,-0.449062,0.687775
1.091,0.851097,9.29812e-14,0.780107,-0.450062,0.687775
1.092,0.851877,9.27453e-14,0.780107,-0.451062,0.687775
1.093,0.852657,9.24816e-14,0.780107,-0.452062,0.687775
1.094,0.853437,9.25232e-14,0.780107,-0.453062,0.687775
1.095,0.854217,9.2315e-14,0.780107,-0.454062,0.687775
1.096,0.854997,9.21901e-14,0.780107,-0.455062,0.687775
1.097,0.855777,9.19265e-14,0.780107,-0.456062,0.687775
1.098,0.856557,9.1635e-14,0.780107,-0.457062,0.687775
1.099,0.857337,9.16489e-14,0.780107,-0.458062,0.687775
1.1,0.858117,9.1413e-14,0.780107,-0.459062,0.687775
1.101,0.858898,9.11493e-14,0.780107,-0.460062,0.687775
1.102,0.859678,9.11909e-14,0.780107,-0.461062,0.687775
1.103,0.860458,9.08718e-14,0.780107,-0.462062,0.687775
1.104,0.861238,9.0844e-14,0.780107,-0.463062,0.687775
1.105,0.862018,9.06775e-14,0.780107,-0.464062,0.687775
1.106,0.862798,9.03722e-14,0.780107,-0.465062,0.687775
1.107,0.863578,9.03722e-14,0.780107,-0.466062,0.687775
1.108,0.864358,9.01224e-14,0.780107,-0.467062,0.687775
1.109,0.865138,8.98448e-14,0.780107,-0.468062,0.687775
1.11,0.865919,8.98726e-14,0.780107,-0.469062,0.687775
1.111,0.866699,8.95395e-14,0.780107,-0.470062,0.687775
1.112,0.867479,8.96228e-14,0.780107,-0.471062,0.687775
1.113,0.868259,8.92342e-14,0.780107,-0.472062,0.687775
1.114,0.869039,8.89289e-14,0.780107,-0.473062,0.687775
1.115,0.869819,8.89289e-14,0.780107,-0.474062,0.687775
1.116,0.870599,8.86791e-14,0.780107,-0.475062,0.687775
1.117,0.871379,8.84015e-14,0.780107,-0.476062,0.687775
1.118,0.872159,8.84154e-14,0.780107,-0.477062,0.687775
1.119,0.87294,8.81795e-14,0.780107,-0.478062,0.687775
1.12,0.87372,8.81378e-14,0.780107,-0.479062,0.687775
1.121,0.8745,8.78464e-14,0.780107,-0.480062,0.687775
1.122,0.87528,8.76382e-14,0.780107,-0.481062,0.687775
1.123,0.87606,8.76244e-14,0.780107,-0.482062,0.687775
1.124,0.87684,8.73607e-14,0.780107,-0.483062,0.687775
1.125,0.87762,8.70692e-14,0.780107,-0.484062,0.687775
1.126,0.8784,8.69721e-14,0.780107,-0.485062,0.687775
1.127,0.87918,8.67362e-14,0.780107,-0.486062,0.687775
1.128,0.87996,8.66945e-14,0.780107,-0.487062,0.687775
1.129,0.880741,8.65141e-14,0.780107,-0.488062,0.687775
1.13,0.881521,8.61949e-14,0.780107,-0.489062,0.687775
1.131,0.882301,8.607e-14,0.780107,-0.490062,0.687775
1.132,0.883081,8.57925e-14,0.780107,-0.491062,0.687775
1.133,0.883861,8.55982e-14,0.780107,-0.492062,0.687775
1.134,0.884641,8.54872e-14,0.780107,-0.493062,0.687775
1.135,0.885421,8.52374e-14,0.780107,-0.494062,0.687775
1.136,0.886201,8.51819e-14,0.780107,-0.495062,0.687775
1.137,0.886981,8.49876e-14,0.780107,-0.496062,0.687775
1.138,0.887762,8.46545e-14,0.780107,-0.497062,0.687775
1.139,0.888542,8.46268e-14,0.780107,-0.498062,0.687775
1.14,0.889322,8.43492e-14,0.780107,-0.499062,0.687775
1.141,0.890102,8.41549e-14,0.780107,-0.500062,0.687775
1.142,0.890882,8.40439e-14,0.780107,-0.501062,0.687775
1.143,0.891662,8.37941e-14,0.780107,-0.502062,0.687775
1.144,0.892442,8.38496e-14,0.780107,-0.503062,0.687775
1.145,0.893222,8.35443e-14,0.780107,-0.504062,0.687775
1.146,0.894002,8.31973e-14,0.780107,-0.505062,0.687775
1.147,0.894783,8.32667e-14,0.780107,-0.506062,0.687775
1.148,0.895563,8.28643e-14,0.780107,-0.507062,0.687775
1.149,0.896343,8.25451e-14,0.780107,-0.508062,0.687775
1.15,0.897123,8.25312e-14,0.780107,-0.509062,0.687775
1.151,0.897903,8.22675e-14,0.780107,-0.510062,0.687775
1.152,0.898683,8.21981e-14,0.780107,-0.511062,0.687775
1.153,0.899463,8.18789e-14,0.780107,-0.512062,0.687775
1.154,0.900243,8.1643e-14,0.780107,-0.513062,0.687775
1.155,0.901023,8.16014e-14,0.780107,-0.514062,0.687775
1.156,0.901803,8.131e-14,0.780107,-0.515062,0.687775
1.157,0.902584,8.11018e-14,0.780107,-0.516062,0.687775
1.158,0.903364,8.10879e-14,0.780107,-0.517062,0.687775
1.159,0.904144,8.07132e-14,0.780107,-0.518062,0.687775
1.16,0.904924,8.0741e-14,0.780107,-0.519062,0.687775
1.161,0.905704,8.04079e-14,0.780107,-0.520062,0.687775
1.162,0.906484,8.01581e-14,0.780107,-0.521062,0.687775
1.163,0.907264,8.01026e-14,0.780107,-0.522062,0.687775
1.164,0.908044,7.97973e-14,0.780107,-0.523062,0.687775
1.165,0.908824,7.95752e-14,0.780107,-0.524062,0.687775
1.166,0.909605,7.94365e-14,0.780107,-0.525062,0.687775
1.167,0.910385,7.90479e-14,0.780107,-0.526062,0.687775
1.168,0.911165,7.90756e-14,0.780107,-0.527062,0.687775
1.169,0.911945,7.87426e-14,0.780107,-0.528062,0.687775
1.17,0.912725,7.84928e-14,0.780107,-0.529062,0.687775
1.171,0.913505,7.84373e-14,0.780107,-0.530062,0.687775
1.172,0.914285,7.81319e-14,0.780107,-0.531062,0.687775
1.173,0.915065,7.79099e-14,0.780107,-0.532062,0.687775
1.174,0.915845,7.78683e-14,0.780107,-0.533062,0.687775
1.175,0.916625,7.75768e-14,0.780107,-0.534062,0.687775
1.176,0.917406,7.74866e-14,0.780107,-0.535062,0.687775
1.177,0.918186,7.72507e-14,0.780107,-0.536062,0.687775
1.178,0.918966,7.6876e-14,0.780107,-0.537062,0.687775
1.179,0.919746,7.69176e-14,0.780107,-0.538062,0.687775
1.18,0.920526,7.65984e-14,0.780107,-0.539062,0.687775
1.181,0.921306,7.62515e-14,0.780107,-0.540062,0.687775
1.182,0.922086,7.62099e-14,0.780107,-0.541062,0.687775
1.183,0.922866,7.58074e-14,0.780107,-0.542062,0.687775
1.184,0.923646,7.58144e-14,0.780107,-0.543062,0.687775
1.185,0.924427,7.54605e-14,0.780107,-0.544062,0.687775
1.186,0.925207,7.51899e-14,0.780107,-0.545062,0.687775
1.187,0.925987,7.51135e-14,0.780107,-0.546062,0.687775
1.188,0.926767,7.48984e-14,0.780107,-0.547062,0.687775
1.189,0.927547,7.45445e-14,0.780107,-0.548062,0.687775
1.19,0.928327,7.4496e-14,0.780107,-0.549062,0.687775
1.191,0.929107,7.41907e-14,0.780107,-0.550062,0.687775
1.192,0.929887,7.38576e-14,0.780107,-0.551062,0.687775
1.193,0.930667,7.38298e-14,0.780107,-0.552062,0.687775
1.194,0.931448,7.35523e-14,0.780107,-0.553062,0.687775
1.195,0.932228,7.3469e-14,0.780107,-0.554062,0.687775
1.196,0.933008,7.3247e-14,0.780107,-0.555062,0.687775
1.197,0.933788,7.28861e-14,0.780107,-0.556062,0.687775
1.198,0.934568,7.28237e-14,0.780107,-0.557062,0.687775
1.199,0.935348,7.25114e-14,0.780107,-0.558062,0.687775
1.2,0.936128,7.22825e-14,0.780107,-0.559062,0.687775
1.201,0.936908,7.21367e-14,0.780107,-0.560062,0.687775
1.202,0.937688,7.17412e-14,0.780107,-0.561062,0.687775
1.203,0.938468,7.1762e-14,0.780107,-0.562062,0.687775
1.204,0.939249,7.1422e-14,0.780107,-0.563062,0.687775
1.205,0.940029,7.11584e-14,0.780107,-0.564062,0.687775
1.206,0.940809,7.1089e-14,0.780107,-0.565062,0.687775
1.207,0.941589,7.07698e-14,0.780107,-0.566062,0.687775
1.208,0.942369,7.04228e-14,0.780107,-0.567062,0.687775
1.209,0.943149,7.03812e-14,0.780107,-0.568062,0.687775
1.21,0.943929,7.00898e-14,0.780107,-0.569062,0.687775
1.211,0.944709,6.99926e-14,0.780107,-0.570062,0.687775
1.212,0.945489,6.97498e-14,0.780107,-0.571062,0.687775
1.213,0.94627,6.93681e-14,0.780107,-0.572062,0.687775
1.214,0.94705,6.92918e-14,0.780107,-0.573062,0.687775
1.215,0.94783,6.90767e-14,0.780107,-0.574062,0.687775
1.216,0.94861,6.87228e-14,0.780107,-0.575062,0.687775
1.217,0.94939,6.86742e-14,0.780107,-0.576062,0.687775
1.218,0.95017,6.82648e-14,0.780107,-0.577062,0.687775
1.219,0.95095,6.81538e-14,0.780107,-0.578062,0.687775
1.22,0.95173,6.7904e-14,0.780107,-0.579062,0.687775
1.221,0.95251,6.75154e-14,0.780107,-0.580062,0.687775
1.222,0.953291,6.74322e-14,0.780107,-0.581062,0.687775
1.223,0.954071,6.72101e-14,0.780107,-0.582062,0.687775
1.224,0.954851,6.68493e-14,0.780107,-0.583062,0.687775
1.225,0.955631,6.67938e-14,0.780107,-0.584062,0.687775
1.226,0.956411,6.64815e-14,0.780107,-0.585062,0.687775
1.227,0.957191,6.63636e-14,0.780107,-0.586062,0.687775
1.228,0.957971,6.61068e-14,0.780107,-0.587062,0.687775
1.229,0.958751,6.57113e-14,0.780107,-0.588062,0.687775
1.23,0.959531,6.57321e-14,0.780107,-0.589062,0.687775
1.231,0.960311,6.53921e-14,0.780107,-0.590062,0.687775
1.232,0.961092,6.50209e-14,0.780107,-0.591062,0.687775
1.233,0.961872,6.4955e-14,0.780107,-0.592062,0.687775
1.234,0.962652,6.46358e-14,0.780107,-0.593062,0.687775
1.235,0.963432,6.46219e-14,0.780107,-0.594062,0.687775
1.236,0.964212,6.41362e-14,0.780107,-0.595062,0.687775
1.237,0.964992,6.38448e-14,0.780107,-0.596062,0.687775
1.238,0.965772,6.37441e-14,0.780107,-0.597062,0.687775
1.239,0.966552,6.35048e-14,0.780107,-0.598062,0.687775
1.24,0.967332,6.31266e-14,0.780107,-0.599062,0.687775
1.241,0.968113,6.30503e-14,0.780107,-0.600062,0.687775
1.242,0.968893,6.27241e-14,0.780107,-0.601062,0.687775
1.243,0.969673,6.27033e-14,0.780107,-0.602062,0.687775
1.244,0.970453,6.23217e-14,0.780107,-0.603062,0.687775
1.245,0.971233,6.20198e-14,0.780107,-0.604062,0.687775
1.246,0.972013,6.19123e-14,0.780107,-0.605062,0.687775
1.247,0.972793,6.15549e-14,0.780107,-0.606062,0.687775
1.248,0.973573,6.12774e-14,0.780107,-0.607062,0.687775
1.249,0.974353,6.11941e-14,0.780107,-0.608062,0.687775
1.25,0.975134,6.0861e-14,0.780107,-0.609062,0.687775
1.251,0.975914,6.08333e-14,0.780107,-0.610062,0.687775
1.252,0.976694,6.04412e-14,0.780107,-0.611062,0.687775
1.253,0.977474,6.00214e-14,0.780107,-0.612062,0.687775
1.254,0.978254,5.99069e-14,0.780107,-0.613062,0.687775
1.255,0.979034,5.96502e-14,0.780107,-0.614062,0.687775
1.256,0.979814,5.92547e-14,0.780107,-0.615062,0.687775
1.257,0.980594,5.91645e-14,0.780107,-0.616062,0.687775
1.258,0.981374,5.88227e-14,0.780107,-0.617062,0.687775
1.259,0.982154,5.87863e-14,0.780107,-0.618062,0.687775
1.26,0.982935,5.84983e-14,0.780107,-0.619062,0.687775
1.261,0.983715,5.80699e-14,0.780107,-0.620062,0.687775
1.262,0.984495,5.80577e-14,0.780107,-0.621062,0.687775
1.263,0.985275,5.7683e-14,0.780107,-0.622062,0.687775
1.264,0.986055,5.73916e-14,0.780107,-0.623062,0.687775
1.265,0.986835,5.72927e-14,0.780107,-0.624062,0.687775
1.266,0.987615,5.6944e-14,0.780107,-0.625062,0.687775
1.267,0.988395,5.68989e-14,0.780107,-0.626062,0.687775
1.268,0.989175,5.64913e-14,0.780107,-0.627062,0.687775
1.269,0.989956,5.61669e-14,0.780107,-0.628062,0.687775
1.27,0.990736,5.61461e-14,0.780107,-0.629062,0.687775
1.271,0.991516,5.56525e-14,0.780107,-0.630062,0.687775
1.272,0.992296,5.52414e-14,0.780107,-0.631062,0.687775
1.273,0.993076,5.52457e-14,0.780107,-0.632062,0.687775
1.274,0.993856,5.48884e-14,0.780107,-0.633062,0.687775
1.275,0.994636,5.48355e-14,0.780107,-0.634062,0.687775
1.276,0.995416,5.44204e-14,0.780107,-0.635062,0.687775
