t,x,delta_y,u,v,theta
0.426,0.27304,4.31877e-14,0.640938,0.354107,0.883021
0.427,0.27368,4.31877e-14,0.640938,0.353107,0.883021
0.428,0.274321,4.32154e-14,0.640938,0.352107,0.883021
0.429,0.274962,4.32709e-14,0.640938,0.351107,0.883021
0.43,0.275603,4.33542e-14,0.640938,0.350107,0.883021
0.431,0.276244,4.33265e-14,0.640938,0.349107,0.883021
0.432,0.276885,4.3382e-14,0.640938,0.348107,0.883021
0.433,0.277526,4.34097e-14,0.640938,0.347107,0.883021
0.434,0.278167,4.34375e-14,0.640938,0.346107,0.883021
0.435,0.278808,4.34652e-14,0.640938,0.345107,0.883021
0.436,0.279449,4.35485e-14,0.640938,0.344107,0.883021
0.437,0.28009,4.35763e-14,0.640938,0.343107,0.883021
0.438,0.280731,4.35207e-14,0.640938,0.342107,0.883021
0.439,0.281372,4.3604e-14,0.640938,0.341107,0.883021
0.44,0.282013,4.36318e-14,0.640938,0.340107,0.883021
0.441,0.282654,4.36873e-14,0.640938,0.339107,0.883021
0.442,0.283295,4.36595e-14,0.640938,0.338107,0.883021
0.443,0.283935,4.37705e-14,0.640938,0.337107,0.883021
0.444,0.284576,4.37983e-14,0.640938,0.336107,0.883021
0.445,0.285217,4.38261e-14,0.640938,0.335107,0.883021
0.446,0.285858,4.38816e-14,0.640938,0.334107,0.883021
0.447,0.286499,4.39371e-14,0.640938,0.333107,0.883021
0.448,0.28714,4.40203e-14,0.640938,0.332107,0.883021
0.449,0.287781,4.39926e-14,0.640938,0.331107,0.883021
0.45,0.288422,4.40481e-14,0.640938,0.330107,0.883021
0.451,0.289063,4.40759e-14,0.640938,0.329107,0.883021
0.452,0.289704,4.41314e-14,0.640938,0.328107,0.883021
0.453,0.290345,4.40759e-14,0.640938,0.327107,0.883021
0.454,0.290986,4.41314e-14,0.640938,0.326107,0.883021
0.455,0.291627,4.41869e-14,0.640938,0.325107,0.883021
0.456,0.292268,4.41869e-14,0.640938,0.324107,0.883021
0.457,0.292909,4.42424e-14,0.640938,0.323107,0.883021
0.458,0.29355,4.43534e-14,0.640938,0.322107,0.883021
0.459,0.29419,4.43534e-14,0.640938,0.321107,0.883021
0.46,0.294831,4.44089e-14,0.640938,0.320107,0.883021
0.461,0.295472,4.44644e-14,0.640938,0.319107,0.883021
0.462,0.296113,4.45199e-14,0.640938,0.318107,0.883021
0.463,0.296754,4.45199e-14,0.640938,0.317107,0.883021
0.464,0.297395,4.45755e-14,0.640938,0.316107,0.883021
0.465,0.298036,4.45755e-14,0.640938,0.315107,0.883021
0.466,0.298677,4.46865e-14,0.640938,0.314107,0.883021
0.467,0.299318,4.4631e-14,0.640938,0.313107,0.883021
0.468,0.299959,4.4742e-14,0.640938,0.312107,0.883021
0.469,0.3006,4.4742e-14,0.640938,0.311107,0.883021
0.47,0.301241,4.47975e-14,0.640938,0.310107,0.883021
0.471,0.301882,4.47975e-14,0.640938,0.309107,0.883021
0.472,0.302523,4.4853e-14,0.640938,0.308107,0.883021
0.473,0.303164,4.49085e-14,0.640938,0.307107,0.883021
0.474,0.303805,4.49085e-14,0.640938,0.306107,0.883021
0.475,0.304445,4.49085e-14,0.640938,0.305107,0.883021
0.476,0.305086,4.4964e-14,0.640938,0.304107,0.883021
0.477,0.305727,4.50195e-14,0.640938,0.303107,0.883021
0.478,0.306368,4.4964e-14,0.640938,0.302107,0.883021
0.479,0.307009,4.50195e-14,0.640938,0.301107,0.883021
0.48,0.30765,4.50751e-14,0.640938,0.300107,0.883021
0.481,0.308291,4.50751e-14,0.640938,0.299107,0.883021
0.482,0.308932,4.50751e-14,0.640938,0.298107,0.883021
0.483,0.309573,4.50751e-14,0.640938,0.297107,0.883021
0.484,0.310214,4.51306e-14,0.640938,0.296107,0.883021
0.485,0.310855,4.51861e-14,0.640938,0.295107,0.883021
0.486,0.311496,4.51861e-14,0.640938,0.294107,0.883021
0.487,0.312137,4.52416e-14,0.640938,0.293107,0.883021
0.488,0.312778,4.52971e-14,0.640938,0.292107,0.883021
0.489,0.313419,4.52971e-14,0.640938,0.291107,0.883021
0.49,0.31406,4.52971e-14,0.640938,0.290107,0.883021
0.491,0.3147,4.54081e-14,0.640938,0.289107,0.883021
0.492,0.315341,4.54081e-14,0.640938,0.288107,0.883021
0.493,0.315982,4.54636e-14,0.640938,0.287107,0.883021
0.494,0.316623,4.54636e-14,0.640938,0.286107,0.883021
0.495,0.317264,4.55747e-14,0.640938,0.285107,0.883021
0.496,0.317905,4.55747e-14,0.640938,0.284107,0.883021
0.497,0.318546,4.55747e-14,0.640938,0.283107,0.883021
0.498,0.319187,4.56302e-14,0.640938,0.282107,0.883021
0.499,0.319828,4.56302e-14,0.640938,0.281107,0.883021
0.5,0.320469,4.56302e-14,0.640938,0.280107,0.883021
0.501,0.32111,4.56302e-14,0.640938,0.279107,0.883021
0.502,0.321751,4.56857e-14,0.640938,0.278107,0.883021
0.503,0.322392,4.57967e-14,0.640938,0.277107,0.883021
0.504,0.323033,4.57412e-14,0.640938,0.276107,0.883021
0.505,0.323674,4.57412e-14,0.640938,0.275107,0.883021
0.506,0.324315,4.57412e-14,0.640938,0.274107,0.883021
0.507,0.324956,4.57967e-14,0.640938,0.273107,0.883021
0.508,0.325596,4.57967e-14,0.640938,0.272107,0.883021
0.509,0.326237,4.58522e-14,0.640938,0.271107,0.883021
0.51,0.326878,4.58522e-14,0.640938,0.270107,0.883021
0.511,0.327519,4.57967e-14,0.640938,0.269107,0.883021
0.512,0.32816,4.59077e-14,0.640938,0.268107,0.883021
0.513,0.328801,4.59632e-14,0.640938,0.267107,0.883021
0.514,0.329442,4.59632e-14,0.640938,0.266107,0.883021
0.515,0.330083,4.59632e-14,0.640938,0.265107,0.883021
0.516,0.330724,4.60187e-14,0.640938,0.264107,0.883021
0.517,0.331365,4.61298e-14,0.640938,0.263107,0.883021
0.518,0.332006,4.61853e-14,0.640938,0.262107,0.883021
0.519,0.332647,4.61298e-14,0.640938,0.261107,0.883021
0.52,0.333288,4.61298e-14,0.640938,0.260107,0.883021
0.521,0.333929,4.62408e-14,0.640938,0.259107,0.883021
0.522,0.33457,4.61853e-14,0.640938,0.258107,0.883021
0.523,0.335211,4.62408e-14,0.640938,0.257107,0.883021
0.524,0.335851,4.62408e-14,0.640938,0.256107,0.883021
0.525,0.336492,4.62963e-14,0.640938,0.255107,0.883021
0.526,0.337133,4.62963e-14,0.640938,0.254107,0.883021
0.527,0.337774,4.63518e-14,0.640938,0.253107,0.883021
0.528,0.338415,4.63518e-14,0.640938,0.252107,0.883021
0.529,0.339056,4.63518e-14,0.640938,0.251107,0.883021
0.53,0.339697,4.64073e-14,0.640938,0.250107,0.883021
0.531,0.340338,4.64073e-14,0.640938,0.249107,0.883021
0.532,0.340979,4.64628e-14,0.640938,0.248107,0.883021
0.533,0.34162,4.64073e-14,0.640938,0.247107,0.883021
0.534,0.342261,4.64073e-14,0.640938,0.246107,0.883021
0.535,0.342902,4.64628e-14,0.640938,0.245107,0.883021
0.536,0.343543,4.65183e-14,0.640938,0.244107,0.883021
0.537,0.344184,4.64628e-14,0.640938,0.243107,0.883021
0.538,0.344825,4.64628e-14,0.640938,0.242107,0.883021
0.539,0.345466,4.65183e-14,0.640938,0.241107,0.883021
0.54,0.346106,4.65739e-14,0.640938,0.240107,0.883021
0.541,0.346747,4.65183e-14,0.640938,0.239107,0.883021
0.542,0.347388,4.65739e-14,0.640938,0.238107,0.883021
0.543,0.348029,4.65739e-14,0.640938,0.237107,0.883021
0.544,0.34867,4.66294e-14,0.640938,0.236107,0.883021
0.545,0.349311,4.66849e-14,0.640938,0.235107,0.883021
0.546,0.349952,4.66849e-14,0.640938,0.234107,0.883021
0.547,0.350593,4.67404e-14,0.640938,0.233107,0.883021
0.548,0.351234,4.67404e-14,0.640938,0.232107,0.883021
0.549,0.351875,4.67959e-14,0.640938,0.231107,0.883021
0.55,0.352516,4.67959e-14,0.640938,0.230107,0.883021
0.551,0.353157,4.67959e-14,0.640938,0.229107,0.883021
0.552,0.353798,4.67959e-14,0.640938,0.228107,0.883021
0.553,0.354439,4.68514e-14,0.640938,0.227107,0.883021
0.554,0.35508,4.69069e-14,0.640938,0.226107,0.883021
0.555,0.355721,4.68514e-14,0.640938,0.225107,0.883021
0.556,0.356361,4.68514e-14,0.640938,0.224107,0.883021
0.557,0.357002,4.69624e-14,0.640938,0.223107,0.883021
0.558,0.357643,4.69069e-14,0.640938,0.222107,0.883021
0.559,0.358284,4.69069e-14,0.640938,0.221107,0.883021
0.56,0.358925,4.69069e-14,0.640938,0.220107,0.883021
0.561,0.359566,4.69624e-14,0.640938,0.219107,0.883021
0.562,0.360207,4.70179e-14,0.640938,0.218107,0.883021
0.563,0.360848,4.69624e-14,0.640938,0.217107,0.883021
0.564,0.361489,4.69624e-14,0.640938,0.216107,0.883021
0.565,0.36213,4.69624e-14,0.640938,0.215107,0.883021
0.566,0.362771,4.69624e-14,0.640938,0.214107,0.883021
0.567,0.363412,4.70179e-14,0.640938,0.213107,0.883021
0.568,0.364053,4.70735e-14,0.640938,0.212107,0.883021
0.569,0.364694,4.70179e-14,0.640938,0.211107,0.883021
0.57,0.365335,4.70179e-14,0.640938,0.210107,0.883021
0.571,0.365976,4.7129e-14,0.640938,0.209107,0.883021
0.572,0.366616,4.71845e-14,0.640938,0.208107,0.883021
0.573,0.367257,4.7129e-14,0.640938,0.207107,0.883021
0.574,0.367898,4.7129e-14,0.640938,0.206107,0.883021
0.575,0.368539,4.724e-14,0.640938,0.205107,0.883021
0.576,0.36918,4.724e-14,0.640938,0.204107,0.883021
0.577,0.369821,4.71845e-14,0.640938,0.203107,0.883021
0.578,0.370462,4.724e-14,0.640938,0.202107,0.883021
0.579,0.371103,4.724e-14,0.640938,0.201107,0.883021
0.58,0.371744,4.72955e-14,0.640938,0.200107,0.883021
0.581,0.372385,4.724e-14,0.640938,0.199107,0.883021
0.582,0.373026,4.72955e-14,0.640938,0.198107,0.883021
0.583,0.373667,4.72955e-14,0.640938,0.197107,0.883021
0.584,0.374308,4.74065e-14,0.640938,0.196107,0.883021
0.585,0.374949,4.7351e-14,0.640938,0.195107,0.883021
0.586,0.37559,4.7351e-14,0.640938,0.194107,0.883021
0.587,0.376231,4.7351e-14,0.640938,0.193107,0.883021
0.588,0.376871,4.72955e-14,0.640938,0.192107,0.883021
0.589,0.377512,4.7351e-14,0.640938,0.191107,0.883021
0.59,0.378153,4.7351e-14,0.640938,0.190107,0.883021
0.591,0.378794,4.7351e-14,0.640938,0.189107,0.883021
0.592,0.379435,4.72955e-14,0.640938,0.188107,0.883021
0.593,0.380076,4.7351e-14,0.640938,0.187107,0.883021
0.594,0.380717,4.7351e-14,0.640938,0.186107,0.883021
0.595,0.381358,4.74065e-14,0.640938,0.185107,0.883021
0.596,0.381999,4.7351e-14,0.640938,0.184107,0.883021
0.597,0.38264,4.74065e-14,0.640938,0.183107,0.883021
0.598,0.383281,4.7462e-14,0.640938,0.182107,0.883021
0.599,0.383922,4.7462e-14,0.640938,0.181107,0.883021
0.6,0.384563,4.7462e-14,0.640938,0.180107,0.883021
0.601,0.385204,4.7462e-14,0.640938,0.179107,0.883021
0.602,0.385845,4.7462e-14,0.640938,0.178107,0.883021
0.603,0.386486,4.75175e-14,0.640938,0.177107,0.883021
0.604,0.387126,4.75731e-14,0.640938,0.176107,0.883021
0.605,0.387767,4.75731e-14,0.640938,0.175107,0.883021
0.606,0.388408,4.75731e-14,0.640938,0.174107,0.883021
0.607,0.389049,4.76286e-14,0.640938,0.173107,0.883021
0.608,0.38969,4.75731e-14,0.640938,0.172107,0.883021
0.609,0.390331,4.76286e-14,0.640938,0.171107,0.883021
0.61,0.390972,4.75731e-14,0.640938,0.170107,0.883021
0.611,0.391613,4.75731e-14,0.640938,0.169107,0.883021
0.612,0.392254,4.76286e-14,0.640938,0.168107,0.883021
0.613,0.392895,4.76841e-14,0.640938,0.167107,0.883021
0.614,0.393536,4.75731e-14,0.640938,0.166107,0.883021
0.615,0.394177,4.76286e-14,0.640938,0.165107,0.883021
0.616,0.394818,4.76841e-14,0.640938,0.164107,0.883021
0.617,0.395459,4.76841e-14,0.640938,0.163107,0.883021
0.618,0.3961,4.75731e-14,0.640938,0.162107,0.883021
0.619,0.396741,4.76286e-14,0.640938,0.161107,0.883021
0.62,0.397381,4.75731e-14,0.640938,0.160107,0.883021
0.621,0.398022,4.75731e-14,0.640938,0.159107,0.883021
0.622,0.398663,4.75731e-14,0.640938,0.158107,0.883021
0.623,0.399304,4.76286e-14,0.640938,0.157107,0.883021
0.624,0.399945,4.76286e-14,0.640938,0.156107,0.883021
0.625,0.400586,4.76286e-14,0.640938,0.155107,0.883021
0.626,0.401227,4.76841e-14,0.640938,0.154107,0.883021
0.627,0.401868,4.76841e-14,0.640938,0.153107,0.883021
0.628,0.402509,4.77396e-14,0.640938,0.152107,0.883021
0.629,0.40315,4.76286e-14,0.640938,0.151107,0.883021
0.63,0.403791,4.77396e-14,0.640938,0.150107,0.883021
0.631,0.404432,4.77396e-14,0.640938,0.149107,0.883021
0.632,0.405073,4.77396e-14,0.640938,0.148107,0.883021
0.633,0.405714,4.76841e-14,0.640938,0.147107,0.883021
0.634,0.406355,4.77951e-14,0.640938,0.146107,0.883021
0.635,0.406996,4.77396e-14,0.640938,0.145107,0.883021
0.636,0.407636,4.77396e-14,0.640938,0.144107,0.883021
0.637,0.408277,4.77396e-14,0.640938,0.143107,0.883021
0.638,0.408918,4.77396e-14,0.640938,0.142107,0.883021
0.639,0.409559,4.77951e-14,0.640938,0.141107,0.883021
0.64,0.4102,4.77396e-14,0.640938,0.140107,0.883021
0.641,0.410841,4.77396e-14,0.640938,0.139107,0.883021
0.642,0.411482,4.76841e-14,0.640938,0.138107,0.883021
0.643,0.412123,4.77951e-14,0.640938,0.137107,0.883021
0.644,0.412764,4.77396e-14,0.640938,0.136107,0.883021
0.645,0.413405,4.76841e-14,0.640938,0.135107,0.883021
0.646,0.414046,4.77396e-14,0.640938,0.134107,0.883021
0.647,0.414687,4.76286e-14,0.640938,0.133107,0.883021
0.648,0.415328,4.77951e-14,0.640938,0.132107,0.883021
0.649,0.415969,4.77396e-14,0.640938,0.131107,0.883021
0.65,0.41661,4.76841e-14,0.640938,0.130107,0.883021
0.651,0.417251,4.77396e-14,0.640938,0.129107,0.883021
0.652,0.417891,4.77396e-14,0.640938,0.128107,0.883021
0.653,0.418532,4.77396e-14,0.640938,0.127107,0.883021
0.654,0.419173,4.77951e-14,0.640938,0.126107,0.883021
0.655,0.419814,4.77396e-14,0.640938,0.125107,0.883021
0.656,0.420455,4.76841e-14,0.640938,0.124107,0.883021
0.657,0.421096,4.78506e-14,0.640938,0.123107,0.883021
0.658,0.421737,4.77951e-14,0.640938,0.122107,0.883021
0.659,0.422378,4.78506e-14,0.640938,0.121107,0.883021
0.66,0.423019,4.77951e-14,0.640938,0.120107,0.883021
0.661,0.42366,4.77951e-14,0.640938,0.119107,0.883021
0.662,0.424301,4.78506e-14,0.640938,0.118107,0.883021
0.663,0.424942,4.77951e-14,0.640938,0.117107,0.883021
0.664,0.425583,4.77396e-14,0.640938,0.116107,0.883021
0.665,0.426224,4.77951e-14,0.640938,0.115107,0.883021
0.666,0.426865,4.77951e-14,0.640938,0.114107,0.883021
0.667,0.427506,4.77396e-14,0.640938,0.113107,0.883021
0.668,0.428147,4.77951e-14,0.640938,0.112107,0.883021
0.669,0.428787,4.77396e-14,0.640938,0.111107,0.883021
0.67,0.429428,4.78506e-14,0.640938,0.110107,0.883021
0.671,0.430069,4.77951e-14,0.640938,0.109107,0.883021
0.672,0.43071,4.76841e-14,0.640938,0.108107,0.883021
0.673,0.431351,4.77396e-14,0.640938,0.107107,0.883021
0.674,0.431992,4.76841e-14,0.640938,0.106107,0.883021
0.675,0.432633,4.76841e-14,0.640938,0.105107,0.883021
0.676,0.433274,4.77396e-14,0.640938,0.104107,0.883021
0.677,0.433915,4.76286e-14,0.640938,0.103107,0.883021
0.678,0.434556,4.76286e-14,0.640938,0.102107,0.883021
0.679,0.435197,4.77396e-14,0.640938,0.101107,0.883021
0.68,0.435838,4.76841e-14,0.640938,0.100107,0.883021
0.681,0.436479,4.77396e-14,0.640938,0.0991068,0.883021
0.682,0.43712,4.77396e-14,0.640938,0.0981068,0.883021
0.683,0.437761,4.76286e-14,0.640938,0.0971068,0.883021
0.684,0.438402,4.77951e-14,0.640938,0.0961068,0.883021
0.685,0.439042,4.77396e-14,0.640938,0.0951068,0.883021
0.686,0.439683,4.77396e-14,0.640938,0.0941068,0.883021
0.687,0.440324,4.77396e-14,0.640938,0.0931068,0.883021
0.688,0.440965,4.77951e-14,0.640938,0.0921068,0.883021
0.689,0.441606,4.77396e-14,0.640938,0.0911068,0.883021
0.69,0.442247,4.77396e-14,0.640938,0.0901068,0.883021
0.691,0.442888,4.76841e-14,0.640938,0.0891068,0.883021
0.692,0.443529,4.77396e-14,0.640938,0.0881068,0.883021
0.693,0.44417,4.77396e-14,0.640938,0.0871068,0.883021
0.694,0.444811,4.77396e-14,0.640938,0.0861068,0.883021
0.695,0.445452,4.77396e-14,0.640938,0.0851068,0.883021
0.696,0.446093,4.76841e-14,0.640938,0.0841068,0.883021
0.697,0.446734,4.76286e-14,0.640938,0.0831068,0.883021
0.698,0.447375,4.77396e-14,0.640938,0.0821068,0.883021
0.699,0.448016,4.76286e-14,0.640938,0.0811068,0.883021
0.7,0.448657,4.75731e-14,0.640938,0.0801068,0.883021
0.701,0.449297,4.76286e-14,0.640938,0.0791068,0.883021
0.702,0.449938,4.76286e-14,0.640938,0.0781068,0.883021
0.703,0.450579,4.76286e-14,0.640938,0.0771068,0.883021
0.704,0.45122,4.75731e-14,0.640938,0.0761068,0.883021
0.705,0.451861,4.75175e-14,0.640938,0.0751068,0.883021
0.706,0.452502,4.76286e-14,0.640938,0.0741068,0.883021
0.707,0.453143,4.75731e-14,0.640938,0.0731068,0.883021
0.708,0.453784,4.75175e-14,0.640938,0.0721068,0.883021
0.709,0.454425,4.75731e-14,0.640938,0.0711068,0.883021
0.71,0.455066,4.75175e-14,0.640938,0.0701068,0.883021
0.711,0.455707,4.75175e-14,0.640938,0.0691068,0.883021
0.712,0.456348,4.75731e-14,0.640938,0.0681068,0.883021
0.713,0.456989,4.75175e-14,0.640938,0.0671068,0.883021
0.714,0.45763,4.75731e-14,0.640938,0.0661068,0.883021
0.715,0.458271,4.75731e-14,0.640938,0.0651068,0.883021
0.716,0.458912,4.75175e-14,0.640938,0.0641068,0.883021
0.717,0.459552,4.75731e-14,0.640938,0.0631068,0.883021
0.718,0.460193,4.7462e-14,0.640938,0.0621068,0.883021
0.719,0.460834,4.7462e-14,0.640938,0.0611068,0.883021
0.72,0.461475,4.75175e-14,0.640938,0.0601068,0.883021
0.721,0.462116,4.7462e-14,0.640938,0.0591068,0.883021
0.722,0.462757,4.74065e-14,0.640938,0.0581068,0.883021
0.723,0.463398,4.7462e-14,0.640938,0.0571068,0.883021
0.724,0.464039,4.7351e-14,0.640938,0.0561068,0.883021
0.725,0.46468,4.75175e-14,0.640938,0.0551068,0.883021
0.726,0.465321,4.74065e-14,0.640938,0.0541068,0.883021
0.727,0.465962,4.7351e-14,0.640938,0.0531068,0.883021
0.728,0.466603,4.7351e-14,0.640938,0.0521068,0.883021
0.729,0.467244,4.7351e-14,0.640938,0.0511068,0.883021
0.73,0.467885,4.72955e-14,0.640938,0.0501068,0.883021
0.731,0.468526,4.7351e-14,0.640938,0.0491068,0.883021
0.732,0.469167,4.724e-14,0.640938,0.0481068,0.883021
0.733,0.469807,4.71845e-14,0.640938,0.0471068,0.883021
0.734,0.470448,4.72955e-14,0.640938,0.0461068,0.883021
0.735,0.471089,4.724e-14,0.640938,0.0451068,0.883021
0.736,0.47173,4.72955e-14,0.640938,0.0441068,0.883021
0.737,0.472371,4.724e-14,0.640938,0.0431068,0.883021
0.738,0.473012,4.724e-14,0.640938,0.0421068,0.883021
0.739,0.473653,4.72955e-14,0.640938,0.0411068,0.883021
0.74,0.474294,4.724e-14,0.640938,0.0401068,0.883021
0.741,0.474935,4.7129e-14,0.640938,0.0391068,0.883021
0.742,0.475576,4.724e-14,0.640938,0.0381068,0.883021
0.743,0.476217,4.724e-14,0.640938,0.0371068,0.883021
0.744,0.476858,4.71845e-14,0.640938,0.0361068,0.883021
0.745,0.477499,4.71845e-14,0.640938,0.0351068,0.883021
0.746,0.47814,4.7129e-14,0.640938,0.0341068,0.883021
0.747,0.478781,4.724e-14,0.640938,0.0331068,0.883021
0.748,0.479422,4.71845e-14,0.640938,0.0321068,0.883021
0.749,0.480062,4.70735e-14,0.640938,0.0311068,0.883021
0.75,0.480703,4.7129e-14,0.640938,0.0301068,0.883021
0.751,0.481344,4.70179e-14,0.640938,0.0291068,0.883021
0.752,0.481985,4.70735e-14,0.640938,0.0281068,0.883021
0.753,0.482626,4.70735e-14,0.640938,0.0271068,0.883021
0.754,0.483267,4.70179e-14,0.640938,0.0261068,0.883021
0.755,0.483908,4.69069e-14,0.640938,0.0251068,0.883021
0.756,0.484549,4.70179e-14,0.640938,0.0241068,0.883021
0.757,0.48519,4.69069e-14,0.640938,0.0231068,0.883021
0.758,0.485831,4.69624e-14,0.640938,0.0221068,0.883021
0.759,0.486472,4.68514e-14,0.640938,0.0211068,0.883021
0.76,0.487113,4.67959e-14,0.640938,0.0201068,0.883021
0.761,0.487754,4.69069e-14,0.640938,0.0191068,0.883021
0.762,0.488395,4.67959e-14,0.640938,0.0181068,0.883021
0.763,0.489036,4.67404e-14,0.640938,0.0171068,0.883021
0.764,0.489677,4.67959e-14,0.640938,0.0161068,0.883021
0.765,0.490317,4.67959e-14,0.640938,0.0151068,0.883021
0.766,0.490958,4.67404e-14,0.640938,0.0141068,0.883021
0.767,0.491599,4.67959e-14,0.640938,0.0131068,0.883021
0.768,0.49224,4.66849e-14,0.640938,0.0121068,0.883021
0.769,0.492881,4.67404e-14,0.640938,0.0111068,0.883021
0.77,0.493522,4.67404e-14,0.640938,0.0101068,0.883021
0.771,0.494163,4.66849e-14,0.640938,0.00910681,0.883021
0.772,0.494804,4.67404e-14,0.640938,0.00810681,0.883021
0.773,0.495445,4.66294e-14,0.640938,0.00710681,0.883021
0.774,0.496086,4.66294e-14,0.640938,0.00610681,0.883021
0.775,0.496727,4.66849e-14,0.640938,0.00510681,0.883021
0.776,0.497368,4.65739e-14,0.640938,0.00410681,0.883021
0.777,0.498009,4.65183e-14,0.640938,0.00310681,0.883021
0.778,0.49865,4.65739e-14,0.640938,0.00210681,0.883021
0.779,0.499291,4.65739e-14,0.640938,0.00110681,0.883021
0.78,0.499932,4.65739e-14,0.640938,0.000106808,0.883021
0.781,0.500572,4.65183e-14,0.640938,-0.000893192,0.883021
0.782,0.501213,4.64073e-14,0.640938,-0.00189319,0.883021
0.783,0.501854,4.65183e-14,0.640938,-0.00289319,0.883021
0.784,0.502495,4.64073e-14,0.640938,-0.00389319,0.883021
0.785,0.503136,4.63518e-14,0.640938,-0.00489319,0.883021
0.786,0.503777,4.63518e-14,0.640938,-0.00589319,0.883021
0.787,0.504418,4.62408e-14,0.640938,-0.00689319,0.883021
0.788,0.505059,4.62408e-14,0.640938,-0.00789319,0.883021
0.789,0.5057,4.62963e-14,0.640938,-0.00889319,0.883021
0.79,0.506341,4.62408e-14,0.640938,-0.00989319,0.883021
0.791,0.506982,4.62408e-14,0.640938,-0.0108932,0.883021
0.792,0.507623,4.62963e-14,0.640938,-0.0118932,0.883021
0.793,0.508264,4.61853e-14,0.640938,-0.0128932,0.883021
0.794,0.508905,4.62408e-14,0.640938,-0.0138932,0.883021
0.795,0.509546,4.61298e-14,0.640938,-0.0148932,0.883021
0.796,0.510187,4.60743e-14,0.640938,-0.0158932,0.883021
0.797,0.510827,4.61853e-14,0.640938,-0.0168932,0.883021
0.798,0.511468,4.61298e-14,0.640938,-0.0178932,0.883021
0.799,0.512109,4.60187e-14,0.640938,-0.0188932,0.883021
0.8,0.51275,4.60743e-14,0.640938,-0.0198932,0.883021
0.801,0.513391,4.60743e-14,0.640938,-0.0208932,0.883021
0.802,0.514032,4.61298e-14,0.640938,-0.0218932,0.883021
0.803,0.514673,4.60187e-14,0.640938,-0.0228932,0.883021
0.804,0.515314,4.59632e-14,0.640938,-0.0238932,0.883021
0.805,0.515955,4.59632e-14,0.640938,-0.0248932,0.883021
0.806,0.516596,4.59632e-14,0.640938,-0.0258932,0.883021
0.807,0.517237,4.58522e-14,0.640938,-0.0268932,0.883021
0.808,0.517878,4.59077e-14,0.640938,-0.0278932,0.883021
0.809,0.518519,4.57967e-14,0.640938,-0.0288932,0.883021
0.81,0.51916,4.57967e-14,0.640938,-0.0298932,0.883021
0.811,0.519801,4.57967e-14,0.640938,-0.0308932,0.883021
0.812,0.520442,4.57412e-14,0.640938,-0.0318932,0.883021
0.813,0.521082,4.57412e-14,0.640938,-0.0328932,0.883021
0.814,0.521723,4.56302e-14,0.640938,-0.0338932,0.883021
0.815,0.522364,4.56302e-14,0.640938,-0.0348932,0.883021
0.816,0.523005,4.56302e-14,0.640938,-0.0358932,0.883021
0.817,0.523646,4.55747e-14,0.640938,-0.0368932,0.883021
0.818,0.524287,4.55191e-14,0.640938,-0.0378932,0.883021
0.819,0.524928,4.56302e-14,0.640938,-0.0388932,0.883021
0.82,0.525569,4.55191e-14,0.640938,-0.0398932,0.883021
0.821,0.52621,4.54636e-14,0.640938,-0.0408932,0.883021
0.822,0.526851,4.55191e-14,0.640938,-0.0418932,0.883021
0.823,0.527492,4.54081e-14,0.640938,-0.0428932,0.883021
0.824,0.528133,4.55191e-14,0.640938,-0.0438932,0.883021
0.825,0.528774,4.54636e-14,0.640938,-0.0448932,0.883021
0.826,0.529415,4.53526e-14,0.640938,-0.0458932,0.883021
0.827,0.530056,4.54081e-14,0.640938,-0.0468932,0.883021
0.828,0.530697,4.54081e-14,0.640938,-0.0478932,0.883021
0.829,0.531337,4.52971e-14,0.640938,-0.0488932,0.883021
0.83,0.531978,4.53526e-14,0.640938,-0.0498932,0.883021
0.831,0.532619,4.52416e-14,0.640938,-0.0508932,0.883021
0.832,0.53326,4.51306e-14,0.640938,-0.0518932,0.883021
0.833,0.533901,4.52416e-14,0.640938,-0.0528932,0.883021
0.834,0.534542,4.51861e-14,0.640938,-0.0538932,0.883021
0.835,0.535183,4.51861e-14,0.640938,-0.0548932,0.883021
0.836,0.535824,4.50751e-14,0.640938,-0.0558932,0.883021
0.837,0.536465,4.50195e-14,0.640938,-0.0568932,0.883021
0.838,0.537106,4.50751e-14,0.640938,-0.0578932,0.883021
0.839,0.537747,4.50195e-14,0.640938,-0.0588932,0.883021
0.84,0.538388,4.49085e-14,0.640938,-0.0598932,0.883021
0.841,0.539029,4.49085e-14,0.640938,-0.0608932,0.883021
0.842,0.53967,4.49085e-14,0.640938,-0.0618932,0.883021
0.843,0.540311,4.47975e-14,0.640938,-0.0628932,0.883021
0.844,0.540952,4.47975e-14,0.640938,-0.0638932,0.883021
0.845,0.541593,4.46865e-14,0.640938,-0.0648932,0.883021
0.846,0.542233,4.4742e-14,0.640938,-0.0658932,0.883021
0.847,0.542874,4.4742e-14,0.640938,-0.0668932,0.883021
0.848,0.543515,4.46865e-14,0.640938,-0.0678932,0.883021
0.849,0.544156,4.46865e-14,0.640938,-0.0688932,0.883021
0.85,0.544797,4.45755e-14,0.640938,-0.0698932,0.883021
0.851,0.545438,4.45755e-14,0.640938,-0.0708932,0.883021
0.852,0.546079,4.4631e-14,0.640938,-0.0718932,0.883021
0.853,0.54672,4.45199e-14,0.640938,-0.0728932,0.883021
0.854,0.547361,4.44644e-14,0.640938,-0.0738932,0.883021
