t,x,y,u,v,theta
0.170838,1.32,0.94136,7.7266,4.67227,0.687775
0.172133,1.33,0.947398,7.7266,4.65958,0.687775
0.173427,1.34,0.953421,7.7266,4.64688,0.687775
0.174721,1.35,0.959427,7.7266,4.63418,0.687775
0.176015,1.36,0.965416,7.7266,4.62149,0.687775
0.177309,1.37,0.971389,7.7266,4.60879,0.687775
0.178604,1.38,0.977346,7.7266,4.5961,0.687775
0.179898,1.39,0.983286,7.7266,4.5834,0.687775
0.181192,1.4,0.98921,7.7266,4.5707,0.687775
0.182486,1.41,0.995117,7.7266,4.55801,0.687775
0.183781,1.42,1.00101,7.7266,4.54531,0.687775
0.185075,1.43,1.00688,7.7266,4.53261,0.687775
0.186369,1.44,1.01274,7.7266,4.51992,0.687775
0.187663,1.45,1.01858,7.7266,4.50722,0.687775
0.188958,1.46,1.02441,7.7266,4.49452,0.687775
0.190252,1.47,1.03022,7.7266,4.48183,0.687775
0.191546,1.48,1.03601,7.7266,4.46913,0.687775
0.19284,1.49,1.04178,7.7266,4.45643,0.687775
0.194134,1.5,1.04754,7.7266,4.44374,0.687775
0.195429,1.51,1.05329,7.7266,4.43104,0.687775
0.196723,1.52,1.05901,7.7266,4.41835,0.687775
0.198017,1.53,1.06472,7.7266,4.40565,0.687775
0.199311,1.54,1.07042,7.7266,4.39295,0.687775
0.200606,1.55,1.07609,7.7266,4.38026,0.687775
0.2019,1.56,1.08176,7.7266,4.36756,0.687775
0.203194,1.57,1.0874,7.7266,4.35486,0.687775
0.204488,1.58,1.09303,7.7266,4.34217,0.687775
0.205783,1.59,1.09864,7.7266,4.32947,0.687775
0.207077,1.6,1.10423,7.7266,4.31677,0.687775
0.208371,1.61,1.10981,7.7266,4.30408,0.687775
0.209665,1.62,1.11537,7.7266,4.29138,0.687775
0.210959,1.63,1.12092,7.7266,4.27869,0.687775
0.212254,1.64,1.12645,7.7266,4.26599,0.687775
0.213548,1.65,1.13196,7.7266,4.25329,0.687775
0.214842,1.66,1.13746,7.7266,4.2406,0.687775
0.216136,1.67,1.14294,7.7266,4.2279,0.687775
0.217431,1.68,1.1484,7.7266,4.2152,0.687775
0.218725,1.69,1.15385,7.7266,4.20251,0.687775
0.220019,1.7,1.15928,7.7266,4.18981,0.687775
0.221313,1.71,1.1647,7.7266,4.17711,0.687775
0.222608,1.72,1.17009,7.7266,4.16442,0.687775
0.223902,1.73,1.17548,7.7266,4.15172,0.687775
0.225196,1.74,1.18084,7.7266,4.13902,0.687775
0.22649,1.75,1.18619,7.7266,4.12633,0.687775
0.227784,1.76,1.19152,7.7266,4.11363,0.687775
0.229079,1.77,1.19684,7.7266,4.10094,0.687775
0.230373,1.78,1.20214,7.7266,4.08824,0.687775
0.231667,1.79,1.20742,7.7266,4.07554,0.687775
0.232961,1.8,1.21269,7.7266,4.06285,0.687775
0.234256,1.81,1.21794,7.7266,4.05015,0.687775
0.23555,1.82,1.22317,7.7266,4.03745,0.687775
0.236844,1.83,1.22839,7.7266,4.02476,0.687775
0.238138,1.84,1.23359,7.7266,4.01206,0.687775
0.239433,1.85,1.23877,7.7266,3.99936,0.687775
0.240727,1.86,1.24394,7.7266,3.98667,0.687775
0.242021,1.87,1.24909,7.7266,3.97397,0.687775
0.243315,1.88,1.25423,7.7266,3.96128,0.687775
0.244609,1.89,1.25934,7.7266,3.94858,0.687775
0.245904,1.9,1.26445,7.7266,3.93588,0.687775
