x,psi,E
-3.67488,0.00116809,0.5
-3.66225,0.00122346,0.5
-3.64963,0.00128126,0.5
-3.637,0.00134157,0.5
-3.62438,0.00140449,0.5
-3.61175,0.00147014,0.5
-3.59913,0.0015386,0.5
-3.5865,0.00161,0.5
-3.57388,0.00168444,0.5
-3.56125,0.00176204,0.5
-3.54863,0.00184293,0.5
-3.536,0.00192722,0.5
-3.52338,0.00201504,0.5
-3.51075,0.00210653,0.5
-3.49813,0.00220182,0.5
-3.4855,0.00230106,0.5
-3.47288,0.00240438,0.5
-3.46025,0.00251195,0.5
-3.44763,0.00262391,0.5
-3.435,0.00274042,0.5
-3.42238,0.00286165,0.5
-3.40975,0.00298777,0.5
-3.39713,0.00311895,0.5
-3.3845,0.00325536,0.5
-3.37188,0.00339721,0.5
-3.35925,0.00354467,0.5
-3.34663,0.00369794,0.5
-3.334,0.00385722,0.5
-3.32138,0.00402272,0.5
-3.30875,0.00419465,0.5
-3.29613,0.00437324,0.5
-3.2835,0.0045587,0.5
-3.27088,0.00475127,0.5
-3.25825,0.00495119,0.5
-3.24563,0.00515869,0.5
-3.233,0.00537404,0.5
-3.22038,0.00559748,0.5
-3.20775,0.00582928,0.5
-3.19513,0.00606972,0.5
-3.1825,0.00631906,0.5
-3.16988,0.0065776,0.5
-3.15725,0.00684563,0.5
-3.14463,0.00712344,0.5
-3.132,0.00741135,0.5
-3.11938,0.00770966,0.5
-3.10675,0.0080187,0.5
-3.09413,0.0083388,0.5
-3.0815,0.0086703,0.5
-3.06888,0.00901354,0.5
-3.05625,0.00936887,0.5
-3.04363,0.00973666,0.5
-3.031,0.0101173,0.5
-3.01838,0.0105111,0.5
-3.00575,0.0109185,0.5
-2.99313,0.0113399,0.5
-2.9805,0.0117757,0.5
-2.96788,0.0122262,0.5
-2.95525,0.012692,0.5
-2.94263,0.0131734,0.5
-2.93,0.013671,0.5
-2.91738,0.014185,0.5
-2.90475,0.014716,0.5
-2.89213,0.0152645,0.5
-2.8795,0.0158309,0.5
-2.86688,0.0164157,0.5
-2.85425,0.0170194,0.5
-2.84163,0.0176424,0.5
-2.829,0.0182854,0.5
-2.81638,0.0189488,0.5
-2.80375,0.0196331,0.5
-2.79113,0.0203389,0.5
-2.7785,0.0210667,0.5
-2.76588,0.0218171,0.5
-2.75325,0.0225905,0.5
-2.74063,0.0233877,0.5
-2.728,0.0242092,0.5
-2.71538,0.0250555,0.5
-2.70275,0.0259273,0.5
-2.69013,0.0268251,0.5
-2.6775,0.0277496,0.5
-2.66488,0.0287014,0.5
-2.65225,0.0296811,0.5
-2.63963,0.0306893,0.5
-2.627,0.0317267,0.5
-2.61438,0.032794,0.5
-2.60175,0.0338918,0.5
-2.58913,0.0350207,0.5
-2.5765,0.0361815,0.5
-2.56388,0.0373748,0.5
-2.55125,0.0386013,0.5
-2.53863,0.0398617,0.5
-2.526,0.0411567,0.5
-2.51338,0.042487,0.5
-2.50075,0.0438533,0.5
-2.48813,0.0452563,0.5
-2.4755,0.0466967,0.5
-2.46288,0.0481754,0.5
-2.45025,0.0496929,0.5
-2.43763,0.05125,0.5
-2.425,0.0528476,0.5
-2.41238,0.0544862,0.5
-2.39975,0.0561667,0.5
-2.38713,0.0578898,0.5
-2.3745,0.0596563,0.5
-2.36188,0.0614668,0.5
-2.34925,0.0633222,0.5
-2.33663,0.0652233,0.5
-2.324,0.0671706,0.5
-2.31138,0.0691651,0.5
-2.29875,0.0712075,0.5
-2.28613,0.0732985,0.5
-2.2735,0.0754389,0.5
-2.26088,0.0776294,0.5
-2.24825,0.0798708,0.5
-2.23563,0.0821638,0.5
-2.223,0.0845091,0.5
-2.21038,0.0869076,0.5
-2.19775,0.0893599,0.5
-2.18513,0.0918667,0.5
-2.1725,0.0944288,0.5
-2.15988,0.0970469,0.5
-2.14725,0.0997217,0.5
-2.13463,0.102454,0.5
-2.122,0.105244,0.5
-2.10938,0.108093,0.5
-2.09675,0.111002,0.5
-2.08413,0.11397,0.5
-2.0715,0.116999,0.5
-2.05888,0.12009,0.5
-2.04625,0.123243,0.5
-2.03363,0.126458,0.5
-2.021,0.129736,0.5
-2.00838,0.133078,0.5
-1.99575,0.136485,0.5
-1.98313,0.139957,0.5
-1.9705,0.143493,0.5
-1.95788,0.147096,0.5
-1.94525,0.150765,0.5
-1.93263,0.154502,0.5
-1.92,0.158305,0.5
-1.90738,0.162176,0.5
-1.89475,0.166116,0.5
-1.88213,0.170124,0.5
-1.8695,0.174201,0.5
-1.85688,0.178347,0.5
-1.84425,0.182563,0.5
-1.83163,0.186849,0.5
-1.819,0.191205,0.5
-1.80638,0.195631,0.5
-1.79375,0.200128,0.5
-1.78113,0.204695,0.5
-1.7685,0.209333,0.5
-1.75588,0.214043,0.5
-1.74325,0.218823,0.5
-1.73063,0.223675,0.5
-1.718,0.228597,0.5
-1.70538,0.233591,0.5
-1.69275,0.238656,0.5
-1.68013,0.243792,0.5
-1.6675,0.248998,0.5
-1.65488,0.254276,0.5
-1.64225,0.259623,0.5
-1.62963,0.265041,0.5
-1.617,0.270529,0.5
-1.60438,0.276087,0.5
-1.59175,0.281713,0.5
-1.57913,0.287409,0.5
-1.5665,0.293173,0.5
-1.55388,0.299005,0.5
-1.54125,0.304904,0.5
-1.52863,0.310871,0.5
-1.516,0.316903,0.5
-1.50338,0.323001,0.5
-1.49075,0.329164,0.5
-1.47813,0.335391,0.5
-1.4655,0.341682,0.5
-1.45288,0.348034,0.5
-1.44025,0.354449,0.5
-1.42763,0.360924,0.5
-1.415,0.367459,0.5
-1.40238,0.374053,0.5
-1.38975,0.380704,0.5
-1.37713,0.387412,0.5
-1.3645,0.394175,0.5
-1.35188,0.400992,0.5
-1.33925,0.407862,0.5
-1.32663,0.414784,0.5
-1.314,0.421756,0.5
-1.30138,0.428776,0.5
-1.28875,0.435845,0.5
-1.27613,0.442959,0.5
-1.2635,0.450117,0.5
-1.25088,0.457319,0.5
-1.23825,0.464561,0.5
-1.22563,0.471843,0.5
-1.213,0.479162,0.5
-1.20038,0.486518,0.5
-1.18775,0.493908,0.5
-1.17513,0.50133,0.5
-1.1625,0.508783,0.5
-1.14988,0.516264,0.5
-1.13725,0.523771,0.5
-1.12463,0.531304,0.5
-1.112,0.538858,0.5
-1.09938,0.546433,0.5
-1.08675,0.554026,0.5
-1.07413,0.561635,0.5
-1.0615,0.569258,0.5
-1.04888,0.576892,0.5
-1.03625,0.584535,0.5
-1.02363,0.592186,0.5
-1.011,0.59984,0.5
-0.998375,0.607497,0.5
-0.98575,0.615154,0.5
-0.973125,0.622808,0.5
-0.9605,0.630456,0.5
-0.947875,0.638097,0.5
-0.93525,0.645728,0.5
-0.922625,0.653345,0.5
-0.91,0.660947,0.5
-0.897375,0.668531,0.5
-0.88475,0.676095,0.5
-0.872125,0.683634,0.5
-0.8595,0.691148,0.5
-0.846875,0.698633,0.5
-0.83425,0.706086,0.5
-0.821625,0.713506,0.5
-0.809,0.720888,0.5
-0.796375,0.728231,0.5
-0.78375,0.735531,0.5
-0.771125,0.742786,0.5
-0.7585,0.749992,0.5
-0.745875,0.757149,0.5
-0.73325,0.764251,0.5
-0.720625,0.771297,0.5
-0.708,0.778285,0.5
-0.695375,0.78521,0.5
-0.68275,0.792071,0.5
-0.670125,0.798864,0.5
-0.6575,0.805587,0.5
-0.644875,0.812237,0.5
-0.63225,0.818812,0.5
-0.619625,0.825308,0.5
-0.607,0.831723,0.5
-0.594375,0.838055,0.5
-0.58175,0.8443,0.5
-0.569125,0.850456,0.5
-0.5565,0.85652,0.5
-0.543875,0.862491,0.5
-0.53125,0.868364,0.5
-0.518625,0.874138,0.5
-0.506,0.87981,0.5
-0.493375,0.885378,0.5
-0.48075,0.890839,0.5
-0.468125,0.896191,0.5
-0.4555,0.901432,0.5
-0.442875,0.906558,0.5
-0.43025,0.911568,0.5
-0.417625,0.91646,0.5
-0.405,0.921232,0.5
-0.392375,0.92588,0.5
-0.37975,0.930404,0.5
-0.367125,0.934801,0.5
-0.3545,0.939069,0.5
-0.341875,0.943206,0.5
-0.32925,0.947211,0.5
-0.316625,0.95108,0.5
-0.304,0.954814,0.5
-0.291375,0.958409,0.5
-0.27875,0.961864,0.5
-0.266125,0.965178,0.5
-0.2535,0.96835,0.5
-0.240875,0.971376,0.5
-0.22825,0.974257,0.5
-0.215625,0.976991,0.5
-0.203,0.979576,0.5
-0.190375,0.982011,0.5
-0.17775,0.984296,0.5
-0.165125,0.986429,0.5
-0.1525,0.988409,0.5
-0.139875,0.990234,0.5
-0.12725,0.991906,0.5
-0.114625,0.993421,0.5
-0.102,0.994781,0.5
-0.089375,0.995983,0.5
-0.07675,0.997028,0.5
-0.064125,0.997915,0.5
-0.0515,0.998644,0.5
-0.038875,0.999214,0.5
-0.02625,0.999624,0.5
-0.013625,0.999876,0.5
-0.001,0.999968,0.5
0.011625,0.999901,0.5
0.02425,0.999675,0.5
0.036875,0.999289,0.5
0.0495,0.998745,0.5
0.062125,0.998041,0.5
0.07475,0.997179,0.5
0.087375,0.996159,0.5
0.1,0.994982,0.5
9.98762,2.18266e-22,0.5
9.97525,2.46962e-22,0.5
9.96287,2.79388e-22,0.5
9.9505,3.16023e-22,0.5
9.93812,3.57408e-22,0.5
9.92575,4.04149e-22,0.5
9.91337,4.56934e-22,0.5
9.901,5.16533e-22,0.5
9.88862,5.83817e-22,0.5
9.87625,6.59765e-22,0.5
9.86387,7.45478e-22,0.5
9.8515,8.42197e-22,0.5
9.83912,9.51319e-22,0.5
9.82675,1.07442e-21,0.5
9.81437,1.21325e-21,0.5
9.802,1.36982e-21,0.5
9.78962,1.54636e-21,0.5
9.77725,1.74538e-21,0.5
9.76487,1.96972e-21,0.5
9.7525,2.22255e-21,0.5
9.74012,2.50745e-21,0.5
9.72775,2.82843e-21,0.5
9.71537,3.19002e-21,0.5
9.703,3.59728e-21,0.5
9.69062,4.05591e-21,0.5
9.67825,4.57232e-21,0.5
9.66587,5.15368e-21,0.5
9.6535,5.80808e-21,0.5
9.64112,6.54457e-21,0.5
9.62875,7.37332e-21,0.5
9.61637,8.30574e-21,0.5
9.604,9.35464e-21,0.5
9.59162,1.05344e-20,0.5
