x,psi,E
-3.43684,0.00272312,6.95173e-310
-3.42434,0.00284245,6.95173e-310
-3.41184,0.00296654,6.95173e-310
-3.39934,0.00309556,6.95173e-310
-3.38684,0.00322969,6.95173e-310
-3.37434,0.00336911,6.95173e-310
-3.36184,0.003514,6.95173e-310
-3.34934,0.00366454,6.95173e-310
-3.33683,0.00382094,6.95173e-310
-3.32433,0.00398339,6.95173e-310
-3.31183,0.00415209,6.95173e-310
-3.29933,0.00432727,6.95173e-310
-3.28683,0.00450913,6.95173e-310
-3.27433,0.0046979,6.95173e-310
-3.26183,0.00489381,6.95173e-310
-3.24933,0.00509709,6.95173e-310
-3.23682,0.00530798,6.95173e-310
-3.22432,0.00552674,6.95173e-310
-3.21182,0.00575361,6.95173e-310
-3.19932,0.00598886,6.95173e-310
-3.18682,0.00623276,6.95173e-310
-3.17432,0.00648557,6.95173e-310
-3.16182,0.00674758,6.95173e-310
-3.14932,0.00701909,6.95173e-310
-3.13681,0.00730037,6.95173e-310
-3.12431,0.00759174,6.95173e-310
-3.11181,0.00789351,6.95173e-310
-3.09931,0.00820599,6.95173e-310
-3.08681,0.0085295,6.95173e-310
-3.07431,0.00886439,6.95173e-310
-3.06181,0.00921098,6.95173e-310
-3.04931,0.00956963,6.95173e-310
-3.0368,0.00994069,6.95173e-310
-3.0243,0.0103245,6.95173e-310
-3.0118,0.0107215,6.95173e-310
-2.9993,0.011132,6.95173e-310
-2.9868,0.0115564,6.95173e-310
-2.9743,0.0119952,6.95173e-310
-2.9618,0.0124486,6.95173e-310
-2.9493,0.0129171,6.95173e-310
-2.93679,0.0134012,6.95173e-310
-2.92429,0.0139013,6.95173e-310
-2.91179,0.0144178,6.95173e-310
-2.89929,0.0149511,6.95173e-310
-2.88679,0.0155017,6.95173e-310
-2.87429,0.0160701,6.95173e-310
-2.86179,0.0166567,6.95173e-310
-2.84929,0.0172621,6.95173e-310
-2.83678,0.0178866,6.95173e-310
-2.82428,0.0185309,6.95173e-310
-2.81178,0.0191954,6.95173e-310
-2.79928,0.0198805,6.95173e-310
-2.78678,0.020587,6.95173e-310
-2.77428,0.0213151,6.95173e-310
-2.76178,0.0220656,6.95173e-310
-2.74928,0.022839,6.95173e-310
-2.73677,0.0236357,6.95173e-310
-2.72427,0.0244565,6.95173e-310
-2.71177,0.0253018,6.95173e-310
-2.69927,0.0261722,6.95173e-310
-2.68677,0.0270683,6.95173e-310
-2.67427,0.0279907,6.95173e-310
-2.66177,0.02894,6.95173e-310
-2.64927,0.0299169,6.95173e-310
-2.63676,0.0309219,6.95173e-310
-2.62426,0.0319556,6.95173e-310
-2.61176,0.0330188,6.95173e-310
-2.59926,0.034112,6.95173e-310
-2.58676,0.0352359,6.95173e-310
-2.57426,0.0363911,6.95173e-310
-2.56176,0.0375783,6.95173e-310
-2.54926,0.0387982,6.95173e-310
-2.53675,0.0400515,6.95173e-310
-2.52425,0.0413387,6.95173e-310
-2.51175,0.0426607,6.95173e-310
-2.49925,0.0440181,6.95173e-310
-2.48675,0.0454115,6.95173e-310
-2.47425,0.0468418,6.95173e-310
-2.46175,0.0483095,6.95173e-310
-2.44925,0.0498154,6.95173e-310
-2.43674,0.0513603,6.95173e-310
-2.42424,0.0529448,6.95173e-310
-2.41174,0.0545696,6.95173e-310
-2.39924,0.0562355,6.95173e-310
-2.38674,0.0579433,6.95173e-310
-2.37424,0.0596935,6.95173e-310
-2.36174,0.061487,6.95173e-310
-2.34924,0.0633245,6.95173e-310
-2.33673,0.0652068,6.95173e-310
-2.32423,0.0671344,6.95173e-310
-2.31173,0.0691083,6.95173e-310
-2.29923,0.0711291,6.95173e-310
-2.28673,0.0731975,6.95173e-310
-2.27423,0.0753143,6.95173e-310
-2.26173,0.0774802,6.95173e-310
-2.24923,0.079696,6.95173e-310
-2.23672,0.0819623,6.95173e-310
-2.22422,0.0842798,6.95173e-310
-2.21172,0.0866494,6.95173e-310
-2.19922,0.0890716,6.95173e-310
-2.18672,0.0915473,6.95173e-310
-2.17422,0.0940771,6.95173e-310
-2.16172,0.0966617,6.95173e-310
-2.14922,0.0993017,6.95173e-310
-2.13671,0.101998,6.95173e-310
-2.12421,0.104751,6.95173e-310
-2.11171,0.107562,6.95173e-310
-2.09921,0.11043,6.95173e-310
-2.08671,0.113358,6.95173e-310
-2.07421,0.116345,6.95173e-310
-2.06171,0.119392,6.95173e-310
-2.04921,0.122499,6.95173e-310
-2.0367,0.125668,6.95173e-310
-2.0242,0.128899,6.95173e-310
-2.0117,0.132192,6.95173e-310
-1.9992,0.135548,6.95173e-310
-1.9867,0.138967,6.95173e-310
-1.9742,0.142451,6.95173e-310
-1.9617,0.145999,6.95173e-310
-1.9492,0.149612,6.95173e-310
-1.93669,0.15329,6.95173e-310
-1.92419,0.157035,6.95173e-310
-1.91169,0.160845,6.95173e-310
-1.89919,0.164723,6.95173e-310
-1.88669,0.168667,6.95173e-310
-1.87419,0.172679,6.95173e-310
-1.86169,0.176759,6.95173e-310
-1.84919,0.180907,6.95173e-310
-1.83668,0.185123,6.95173e-310
-1.82418,0.189408,6.95173e-310
